;VlrCond;Garagem;Preco;Quarto;M2;Bairro
2934;880;2;570000;3;110;Santo Antonio
2935;1150;2;450000;3;110;Santo Antonio
2936;1300;2;880000;3;110;Coracao de Jesus
2937;386;1;370000;3;110;Sao Pedro
2938;400;2;600000;3;110;Sion
2939;1240;1;880000;3;110;Sion
2940;390;1;475000;3;110;Sion
2941;580;2;590000;3;110;Sion
2942;580;2;590000;3;110;Sion
2943;500;2;490000;3;110;Sion
2944;630;1;800000;3;110;Santa Lucia
2945;1;2;469000;3;110;Havai
2946;230;2;420000;3;110;Estoril
2947;380;2;430000;3;110;Buritis
2948;750;2;550000;3;110;Buritis
2949;750;2;760000;4;110;Buritis
2950;575;2;480000;4;110;Buritis
2951;980;2;570000;4;110;Buritis
2952;380;2;460000;3;110;Buritis
2953;500;2;550000;3;110;Buritis
2954;700;2;525000;3;110;Buritis
2955;550;2;495000;3;110;Buritis
2956;0;1;399999;2;110;Santa Amalia
2957;10;2;700000;3;111;Itapoa
2958;0;1;330000;2;111;Heliopolis
2959;450;2;650000;3;111;Fernao Dias
2960;250;3;590000;2;111;Sagrada Familia
2961;0;2;5482;1;111;Lourdes
2962;750;3;900000;4;112;Castelo
2963;490;2;490000;3;112;Uniao
2964;300;2;730000;2;112;Floresta
2965;210;2;395000;2;112;Joao Pinheiro
2966;190;2;455000;2;112;Joao Pinheiro
2967;1;2;1759697;3;112;Savassi
2968;1;2;1808118;3;112;Savassi
2969;1;2;1866676;3;112;Savassi
2970;0;2;828208;2;112;Sao Pedro
2971;520;1;620000;3;112;Sion
2972;0;2;560000;3;112;Havai
2973;660;2;675000;3;112;Buritis
2974;220;0;275000;1;112;Buritis
2975;728;2;760000;4;112;Buritis
2976;1000;2;1300000;3;113;Santa Efigenia
2977;300;2;320000;3;113;Fernao Dias
2978;800;2;681000;3;113;Ipiranga
2979;68;0;360000;2;113;Colegio Batista
2980;400;2;670000;3;113;Floresta
2981;0;3;1850000;3;113;Santo Agostinho
2982;1119;3;1300000;4;113;Funcionarios
2983;0;3;1550000;4;113;Prado
2984;0;2;1049730;2;113;Serra
2985;850;2;1239330;3;113;Serra
2986;850;2;1242600;3;113;Serra
2987;850;2;1248050;3;113;Serra
2988;720;3;730000;4;113;Nova Granada
2989;548;2;545000;3;113;Cruzeiro
2990;250;3;585000;3;113;Nova Granada
2991;420;2;640000;2;113;Santo Antonio
2992;850;2;690000;3;113;Sion
2993;500;2;670000;3;113;Estoril
2994;500;2;750000;3;113;Buritis
2995;0;2;325000;2;113;Barreiro
2996;150;2;612500;3;114;Dona Clara
2997;0;2;680000;3;114;Fernao Dias
2998;330;2;560000;2;114;Carlos Prates
2999;1;3;1739270;4;114;Santo Agostinho
3000;0;1;1133000;1;114;Centro
3001;0;2;1215368;1;114;Savassi
3002;0;2;520000;3;114;Santa Monica
3003;650;2;1053338;2;114;Funcionarios
3004;0;2;1248050;3;114;Serra
3005;719;3;700000;4;114;Nova Granada
3006;550;2;1272600;3;114;Cruzeiro
3007;0;4;1531695;1;114;Gutierrez
3008;700;2;1350000;1;114;Sao Pedro
3009;870;0;300000;3;114;Centro
3010;700;2;525000;3;114;Buritis
3011;460;3;545000;4;115;Itapoa
3012;600;1;370000;3;115;Ipiranga
3013;135;1;535000;3;115;Santa Cruz
3014;0;2;535000;3;115;Santa Cruz
3015;0;2;550000;4;115;Sagrada Familia
3016;300;2;510000;3;115;Sagrada Familia
3017;0;2;395000;5;115;Floresta
3018;1168;1;780000;3;115;Santo Agostinho
3019;300;3;530000;4;115;Santa Tereza
3020;350;2;880000;4;115;Padre Eustaquio
3021;550;0;475000;3;115;Centro
3022;0;2;1090000;1;115;Centro
3023;1235;2;1800000;3;115;Savassi
3024;425;1;550000;3;115;Santo Antonio
3025;300;1;480000;3;115;Savassi
3026;750;4;1500000;3;115;Sao Pedro
3027;736;3;1370000;3;115;Anchieta
3028;870;0;370000;3;115;Centro
3029;560;1;420000;3;115;Sao Pedro
3030;760;1;420000;3;115;Sao Pedro
3031;762;1;420000;3;115;Sao Pedro
3032;590;2;650000;3;115;Cruzeiro
3033;300;1;430000;3;115;Anchieta
3034;450;2;1200000;4;115;Anchieta
3035;0;2;1121769;2;115;Cruzeiro
3036;1040;2;750000;3;115;Sion
3037;1000;2;560000;3;115;Santa Lucia
3038;550;3;830000;3;115;Buritis
3039;700;2;890000;3;115;Santa Lucia
3040;370;2;425000;3;115;Santa Lucia
3041;780;2;625000;3;115;Buritis
3042;580;3;788000;4;115;Buritis
3043;450;2;395000;3;115;Buritis
3044;700;2;680000;3;115;Buritis
3045;700;3;780000;4;115;Buritis
3046;700;3;820000;4;115;Buritis
3047;750;3;1000000;4;115;Buritis
3048;660;3;685000;4;115;Buritis
3049;400;1;410000;3;116;Jaragua
3050;0;2;480000;3;116;Palmares
3051;500;2;658000;3;116;Caicaras
3052;2200;3;1490000;3;116;Lourdes
3053;1350;3;970000;4;116;Prado
3054;0;1;1200000;4;116;Prado
3055;800;1;550000;3;116;Serra
3056;400;1;460000;3;116;Santo Antonio
3057;350;2;820000;2;116;Serra
3058;0;2;830000;2;116;Serra
3059;550;1;390000;3;116;Sion
3060;397;1;435000;3;116;Sion
3061;1280;3;670000;3;116;Sion
3062;550;3;780000;4;116;Buritis
3063;10;4;750000;3;117;Santa Branca
3064;950;2;790000;2;117;Cruzeiro
3065;350;2;450000;3;117;Castelo
3066;280;2;489000;2;117;Renascenca
3067;0;1;412000;3;117;Caicaras
3068;260;1;330000;3;117;Concordia
3069;1000;2;680000;4;117;Sagrada Familia
3070;472;0;280000;2;117;Centro
3071;0;3;1275000;4;117;Serra
3072;420;2;730000;2;117;Santo Antonio
3073;830;2;760000;4;117;Sion
3074;250;1;400000;3;117;Sion
3075;445;3;618000;4;117;Buritis
3076;0;3;680000;2;118;Liberdade
3077;0;2;335000;3;118;Santa Terezinha
3078;0;2;820780;2;118;Cidade Nova
3079;0;2;670000;2;118;Sagrada Familia
3080;499;0;399000;3;118;Centro
3081;0;3;550000;4;118;Santa Tereza
3082;330;3;840000;4;118;Coracao Eucaristico
3083;0;1;687330;2;118;Barro Preto
3084;0;2;1666769;3;118;Lourdes
3085;1;2;1697730;3;118;Lourdes
3086;0;2;1707237;3;118;Lourdes
3087;0;2;1711725;3;118;Lourdes
3088;1580;2;1100000;4;118;Funcionarios
3089;0;2;801077;3;118;Serra
3090;0;3;1850000;3;118;Savassi
3091;0;0;1880000;3;118;Savassi
3092;300;1;450000;3;118;Serra
3093;450;2;599000;3;118;Santo Antonio
3094;550;1;480000;3;118;Carmo
3095;423;1;555000;3;118;Sion
3096;0;3;450000;3;118;Copacabana
3097;900;3;700000;4;118;Buritis
3098;650;2;750000;4;118;Buritis
3099;0;2;650000;3;119;Candelaria
3100;10;2;469000;2;119;Planalto
3101;250;2;455000;3;119;Santa Amalia
3102;500;3;590000;2;119;Castelo
3103;500;1;520000;3;119;Sagrada Familia
3104;680;1;385000;3;119;Centro
3105;350;1;690000;4;119;Savassi
3106;400;2;850000;3;119;Carmo
3107;1600;2;850000;4;119;Serra
3108;0;2;595000;3;119;Havai
3109;0;1;440000;3;120;Pindorama
3110;0;1;320000;2;120;Minascaixa
3111;0;2;395000;2;120;Sao Joao Batista
3112;180;1;270000;3;120;Sao Joao Batista
3113;0;2;315000;3;120;Sao Joao Batista
3114;0;2;450000;3;120;Santa Monica
3115;0;3;570000;3;120;Santa Branca
3116;0;2;670000;2;120;Padre Eustaquio
3117;370;1;420000;3;120;Santa Branca
3118;0;2;359999;3;120;Santa Amalia
3119;1;1;550000;3;120;Itapoa
3120;0;4;980000;3;120;Jaragua
3121;1100;3;1180000;4;120;Savassi
3122;0;3;650000;3;120;Serrano
3123;300;1;650000;2;120;Ouro Preto
3124;300;2;450000;2;120;Castelo
3125;0;2;450000;3;120;Ouro Preto
3126;9850;2;985000;3;120;Castelo
3127;600;3;1100000;4;120;Castelo
3128;0;10;650000;5;120;Aparecida
3129;700;2;670000;4;120;Castelo
3130;832;2;750000;4;120;Castelo
3131;0;2;985679;3;120;Castelo
3132;430;2;580000;2;120;Floresta
3133;250;1;450000;3;120;Sagrada Familia
3134;0;2;480000;3;120;Ceu Azul
3135;540;2;690000;2;120;Floresta
3136;0;3;449000;2;120;Paraiso
3137;700;0;450000;4;120;Centro
3138;1100;2;1040000;2;120;Santo Agostinho
3139;0;10;650000;3;120;Santa Monica
3140;580;2;1500000;3;120;Savassi
3141;680;0;700000;3;120;Savassi
3142;780;1;800000;3;120;Savassi
3143;380;1;270000;3;120;Sao Lucas
3144;900;2;1300000;3;120;Lourdes
3145;1322;1;990000;2;120;Savassi
3146;0;0;1800;1;120;Funcionarios
3147;1070;1;850000;3;120;Savassi
3148;230;1;570000;3;120;Gutierrez
3149;0;2;1300000;1;120;Funcionarios
3150;250;2;425000;2;120;Nova Suica
3151;300;3;430000;3;120;Serra
3152;0;2;530000;1;120;Estoril
3153;700;2;410000;3;120;Grajau
3154;0;0;230000;3;120;Centro
3155;450;1;1500;3;120;Santo Antonio
3156;1529;2;900000;4;120;Cruzeiro
3157;1150;2;1400000;4;120;Serra
3158;600;1;598000;3;120;Santo Antonio
3159;600;1;650000;3;120;Santo Antonio
3160;0;2;680000;4;120;Sao Pedro
3161;502;2;560000;3;120;Santo Antonio
3162;620;2;610000;3;120;Luxemburgo
3163;270;2;650000;3;120;Santo Antonio
3164;0;3;1150000;4;120;Funcionarios
3165;600;1;495000;3;120;Santo Antonio
3166;500;1;480000;3;120;Carmo
3167;0;4;600000;3;120;Salgado Filho
3168;400;1;420000;3;120;Luxemburgo
3169;900;2;850000;3;120;Luxemburgo
3170;900;2;850000;3;120;Luxemburgo
3171;900;2;895000;3;120;Luxemburgo
3172;550;1;390000;3;120;Sion
3173;1270;3;900000;4;120;Sion
3174;700;1;680000;3;120;Santa Lucia
3175;0;2;890000;3;120;Santa Lucia
3176;0;1;450000;4;120;Estoril
3177;250;2;760000;4;120;Buritis
3178;900;2;770000;4;120;Buritis
3179;650;3;760000;4;120;Buritis
3180;778;2;750000;3;120;Buritis
3181;980;3;780000;4;120;Buritis
3182;350;2;636000;4;120;Buritis
3183;850;2;650000;3;120;Buritis
3184;1000;3;990000;4;120;Buritis
3185;1300;2;530000;4;120;Buritis
3186;1180;3;630000;4;120;Buritis
3187;920;3;775000;4;120;Buritis
3188;660;3;690000;4;120;Buritis
3189;800;2;619000;4;121;Jardim Atlantico
3190;150;2;698000;4;121;Santa Amalia
3191;700;2;750000;3;121;Castelo
3192;500;1;650000;3;121;Cidade Nova
3193;350;2;630000;3;121;Sagrada Familia
3194;900;2;890000;4;121;Castelo
3195;0;2;790000;4;121;Colegio Batista
3196;900;2;580000;4;121;Minas Brasil
3197;500;2;520000;3;121;Santa Efigenia
3198;350;1;420000;3;121;Serra
3199;0;3;650000;3;122;Santa Monica
3200;0;2;755000;3;122;Itapoa
3201;0;2;550000;3;122;Itapoa
3202;0;1;400000;3;122;Planalto
3203;420;2;730000;3;122;Santa Amalia
3204;0;1;1100000;1;122;Santa Efigenia
3205;400;2;570000;3;122;Sagrada Familia
3206;0;2;620000;3;122;Pompeia
3207;0;3;1750000;3;122;Lourdes
3208;800;2;990000;4;122;Santo Antonio
3209;0;0;750000;1;122;Carmo
3210;1100;3;780000;4;122;Buritis
3211;828;3;639000;3;122;Buritis
3212;250;2;420000;3;122;Buritis
3213;380;2;500000;3;122;Buritis
3214;750;3;690000;3;122;Buritis
3215;0;2;350000;2;123;Nazare
3216;589;2;780000;3;123;Santa Tereza
3217;900;3;2025000;3;123;Lourdes
3218;1;2;1180000;2;123;Santo Agostinho
3219;1100;3;2250000;4;123;Savassi
3220;1100;3;2350000;4;123;Savassi
3221;350;2;640000;4;123;Cruzeiro
3222;350;2;650000;4;123;Cruzeiro
3223;1100;2;650000;3;123;Sion
3224;500;3;910570;4;123;Buritis
3225;550;3;975840;4;123;Buritis
3226;660;3;740000;3;123;Buritis
3227;600;3;689000;3;123;Buritis
3228;0;3;695000;4;124;Jardim Leblon
3229;400;1;470000;3;124;Jardim Guanabara
3230;340;2;700000;3;124;Jaragua
3231;1074;3;1300000;4;124;Funcionarios
3232;1190;3;1350000;4;124;Funcionarios
3233;300;3;918800;2;124;Santa Efigenia
3234;1490;3;1800000;3;124;Funcionarios
3235;0;2;1442734;3;124;Lourdes
3236;1200;2;1480000;4;124;Funcionarios
3237;600;2;800000;4;124;Jardim America
3238;890;3;940000;4;124;Anchieta
3239;890;3;980000;4;124;Anchieta
3240;0;2;485000;3;124;Miramar
3241;695;0;420000;3;125;Centro
3242;1200;3;639000;2;125;Itapoa
3243;1200000;2;1100000;3;125;Liberdade
3244;1050;2;860000;4;125;Castelo
3245;650;2;800000;3;125;Ouro Preto
3246;392;2;450000;2;125;Castelo
3247;300;1;350000;3;125;Sagrada Familia
3248;680;1;340000;2;125;Sagrada Familia
3249;640;2;800000;4;125;Padre Eustaquio
3250;260;1;650000;3;125;Santa Efigenia
3251;1075;3;1300000;4;125;Santa Efigenia
3252;1075;3;1350000;4;125;Funcionarios
3253;1075;3;1350000;4;125;Santa Efigenia
3254;350;2;655000;3;125;Santa Efigenia
3255;500;3;918000;2;125;Santa Efigenia
3256;1000;3;3011000;3;125;Lourdes
3257;450;4;500000;3;125;Coracao Eucaristico
3258;1490;3;1800000;3;125;Funcionarios
3259;1350;2;810000;4;125;Prado
3260;430;2;570000;3;125;Nova Suica
3261;1250;2;580000;4;125;Luxemburgo
3262;1190;2;990000;4;125;Carmo
3263;250;1;540000;4;125;Sao Pedro
3264;790;3;950000;2;125;Luxemburgo
3265;1200;3;1100000;4;125;Sion
3266;850;3;1050000;4;125;Buritis
3267;0;2;649900;2;125;Buritis
3268;2298;2;1300000;3;125;Belvedere
3269;840;3;925000;4;125;Buritis
3270;650;3;780000;4;125;Buritis
3271;660;3;690000;4;125;Buritis
3272;1000;3;1150000;4;126;Sion
3273;10;2;380000;3;126;Leticia
3274;320;2;550000;3;126;Sao Jose
3275;250;2;365000;3;126;Castelo
3276;0;2;380000;3;126;Castelo
3277;444;2;465000;3;126;Sagrada Familia
3278;500;2;849000;3;126;Santa Tereza
3279;1;3;1774974;4;126;Santo Agostinho
3280;0;2;1774974;3;126;Barro Preto
3281;1;3;1810473;4;126;Santo Agostinho
3282;0;3;1818802;4;126;Santo Agostinho
3283;298;3;918800;2;126;Santa Efigenia
3284;0;3;1450000;3;126;Serra
3285;0;2;912180;2;126;Cruzeiro
3286;1000;4;1360000;4;126;Santo Antonio
3287;900;2;980000;4;126;Cruzeiro
3288;1138;3;1290000;4;126;Sion
3289;1100;3;760000;4;126;Buritis
3290;1396;2;1335000;4;126;Belvedere
3291;500;3;730000;4;126;Buritis
3292;970;3;1230000;4;126;Buritis
3293;1100;3;1280000;4;126;Buritis
3294;1070;3;1400000;4;126;Buritis
3295;1500;3;1400000;4;126;Buritis
3296;1593;3;1400000;4;126;Buritis
3297;1015;3;5100;4;126;Buritis
3298;100;1;420000;3;127;Sao Joao Batista
3299;0;1;499000;3;127;Vila Cloris
3300;0;2;499000;3;127;Vila Cloris
3301;0;2;700000;3;127;Fernao Dias
3302;366;0;495000;4;127;Ouro Preto
3303;350;2;539500;3;127;Sagrada Familia
3304;250;2;425000;2;127;Sagrada Familia
3305;160;1;478000;3;127;Prado
3306;400;2;913000;2;127;Cruzeiro
3307;750;2;750000;3;127;Serra
3308;341;2;760000;2;127;Anchieta
3309;0;2;900000;3;127;Serra
3310;800;2;725000;4;127;Santa Lucia
3311;730;2;800000;4;127;Buritis
3312;0;2;498000;2;127;Buritis
3313;600;2;550000;3;128;Fernao Dias
3314;385;2;650000;2;128;Castelo
3315;350;2;670000;2;128;Floresta
3316;0;2;670000;2;128;Floresta
3317;248;2;799000;3;128;Santa Tereza
3318;650;2;530000;4;128;Sao Lucas
3319;0;3;1112334;2;128;Serra
3320;1430;2;900000;4;128;Cruzeiro
3321;430;1;580000;4;128;Sao Pedro
3322;433;1;580000;4;128;Sao Pedro
3323;900;2;679000;3;128;Luxemburgo
3324;1200;4;1150000;4;128;Buritis
3325;0;4;1000000;4;129;Itapoa
3326;300;1;435000;3;129;Sagrada Familia
3327;400;1;700000;3;129;Santo Agostinho
3328;2000;3;1950000;3;129;Santo Agostinho
3329;350;1;650000;3;129;Santo Agostinho
3330;0;4;1250000;3;129;Santo Antonio
3331;600;1;700000;4;129;Cruzeiro
3332;900;4;949900;4;129;Buritis
3333;0;0;1150000;1;129;Santa Lucia
3334;550;3;837000;4;129;Buritis
3335;0;2;510000;3;129;Diamante
3336;1100;3;680000;4;130;Luxemburgo
3337;300;2;621000;3;130;Planalto
3338;220;2;690000;3;130;Planalto
3339;10;4;698000;3;130;Santa Amalia
3340;1;2;650000;3;130;Itapoa
3341;1;3;670000;3;130;Itapoa
3342;450;2;590000;4;130;Luxemburgo
3343;525;2;590000;4;130;Luxemburgo
3344;50;1;428000;4;130;Copacabana
3345;150;2;440000;3;130;Santa Amalia
3346;0;2;489000;3;130;Santa Amalia
3347;0;2;640000;3;130;Santa Branca
3348;399;2;729000;3;130;Santa Amalia
3349;0;2;620000;3;130;Jardim Atlantico
3350;0;1;750000;1;130;Santa Amalia
3351;400;2;800000;4;130;Santa Rosa
3352;0;1;301122;4;130;Piraja
3353;200;1;318000;3;130;Sagrada Familia
3354;250;2;780000;4;130;Uniao
3355;250;1;350000;2;130;Castelo
3356;500;2;500000;2;130;Castelo
3357;200;2;440000;3;130;Manacas
3358;0;2;425000;2;130;Floresta
3359;390;2;495000;3;130;Sagrada Familia
3360;366;1;650000;3;130;Sagrada Familia
3361;0;0;850000;3;130;Centro
3362;720;1;760000;2;130;Serra
3363;495;0;295000;3;130;Centro
3364;900;3;925633;3;130;Prado
3365;1860;2;1120000;4;130;Lourdes
3366;1990;3;1980000;3;130;Santo Agostinho
3367;2000;3;1980000;3;130;Lourdes
3368;500;2;750000;4;130;Santo Agostinho
3369;1050;1;600000;4;130;Lourdes
3370;0;2;398000;2;130;Joao Pinheiro
3371;0;2;690000;3;130;Gutierrez
3372;850;3;870000;4;130;Gutierrez
3373;1400;3;1450000;4;130;Funcionarios
3374;1200;3;1590000;4;130;Savassi
3375;1000;3;1620000;3;130;Savassi
3376;1500;3;1210000;4;130;Serra
3377;0;3;1400000;3;130;Lourdes
3378;800;2;750000;4;130;Gutierrez
3379;665;1;595000;4;130;Cruzeiro
3380;665;1;595000;4;130;Cruzeiro
3381;665;1;598000;4;130;Cruzeiro
3382;720;1;490000;3;130;Serra
3383;1000;4;1360000;4;130;Santo Antonio
3384;332;3;990000;2;130;Santo Antonio
3385;0;2;650000;4;130;Serra
3386;320;2;650000;4;130;Santo Antonio
3387;1000;2;980000;4;130;Cruzeiro
3388;600;2;680000;4;130;Coracao de Jesus
3389;1386;2;1200000;4;130;Serra
3390;800;2;700000;4;130;Anchieta
3391;800;2;700000;3;130;Anchieta
3392;550;1;550000;4;130;Santo Antonio
3393;850;3;850000;4;130;Santo Antonio
3394;350;2;890000;3;130;Serra
3395;485;2;636000;2;130;Santo Antonio
3396;550;2;2900;4;130;Cruzeiro
3397;550;2;850000;4;130;Cruzeiro
3398;800;2;680000;3;130;Santo Antonio
3399;0;2;585000;3;130;Sao Pedro
3400;600;1;515000;4;130;Luxemburgo
3401;700;2;780000;4;130;Anchieta
3402;0;3;590000;3;130;Copacabana
3403;1000;2;648000;3;130;Vila Paris
3404;800;3;990000;3;130;Sion
3405;1450;1;890000;3;130;Sao Bento
3406;1000;3;985000;3;130;Sion
3407;10;2;400000;3;130;Copacabana
3408;450;2;760000;4;130;Buritis
3409;900;2;770000;4;130;Buritis
3410;599;3;779000;2;130;Buritis
3411;600;3;779000;2;130;Buritis
3412;450;4;898000;3;130;Buritis
3413;370;1;500000;3;130;Buritis
3414;850;3;995000;4;130;Buritis
3415;500;2;400000;4;130;Buritis
3416;1080;2;850000;3;130;Buritis
3417;850;2;590000;4;130;Buritis
3418;850;2;680000;3;130;Buritis
3419;0;3;760000;4;130;Buritis
3420;1700;3;1250000;4;130;Belvedere
3421;800;2;850000;4;130;Buritis
3422;746;3;1000000;4;130;Buritis
3423;787;2;700000;4;130;Buritis
3424;0;2;680000;3;130;Barreiro
3425;0;2;550000;4;131;Mantiqueira
3426;0;2;692000;3;131;Vitoria
3427;200;1;546000;3;131;Fernao Dias
3428;200;2;430000;3;131;Sagrada Familia
3429;820;1;650000;2;131;Funcionarios
3430;0;3;925633;3;131;Prado
3431;294;2;700000;3;131;Nova Suica
3432;450;1;415000;3;131;Cruzeiro
3433;1200;2;4000;4;131;Anchieta
3434;10;4;700000;3;132;Jardim Leblon
3435;500;2;890000;4;132;Cruzeiro
3436;10;2;450000;3;132;Santa Monica
3437;220;2;670000;2;132;Padre Eustaquio
3438;0;4;779000;3;132;Itapoa
3439;670;2;550000;3;132;Paqueta
3440;550;3;750000;4;132;Barreiro
3441;330;2;720000;3;132;Alto Barroca
3442;0;2;790000;4;132;Sao Lucas
3443;1800;3;1880000;4;132;Santo Agostinho
3444;1800;3;1900000;4;132;Santo Agostinho
3445;750;2;798000;3;132;Grajau
3446;809;2;700000;3;132;Anchieta
3447;0;2;879000;3;132;Santo Antonio
3448;1300;2;1100000;4;132;Sion
3449;600;2;700000;4;132;Anchieta
3450;650;3;820000;4;132;Buritis
3451;540;2;730000;3;132;Buritis
3452;0;3;1200000;4;133;Cidade Nova
3453;0;3;650000;3;133;Sagrada Familia
3454;775;0;600000;3;133;Centro
3455;1;1;1234820;2;133;Santa Efigenia
3456;1500;3;1800000;4;133;Santo Agostinho
3457;1500;4;1880000;4;133;Santo Agostinho
3458;1;4;1900000;4;133;Santo Agostinho
3459;0;4;1900000;4;133;Santo Agostinho
3460;1500;3;1940000;4;133;Santo Agostinho
3461;800;3;1980000;4;133;Santo Agostinho
3462;1500;4;1995000;4;133;Santo Agostinho
3463;800;3;2150000;4;133;Santo Agostinho
3464;880;3;2480000;4;133;Santo Agostinho
3465;880;3;2480000;4;133;Santo Agostinho
3466;1692;2;1440000;4;133;Funcionarios
3467;0;3;2108173;4;133;Funcionarios
3468;1500;4;1880000;4;133;Santo Agostinho
3469;0;2;1560059;2;133;Santo Agostinho
3470;1;3;2172741;4;133;Lourdes
3471;0;3;2189980;4;133;Lourdes
3472;1;3;2211880;4;133;Lourdes
3473;1;3;2216196;4;133;Lourdes
3474;430;2;550000;3;133;Nova Suica
3475;580;1;780000;4;133;Santo Antonio
3476;636;1;668000;4;133;Sao Pedro
3477;636;1;690000;4;133;Santo Antonio
3478;836;2;1000000;4;133;Sion
3479;0;3;1551806;4;133;Sion
3480;2100;2;1200000;3;133;Belvedere
3481;1;3;720000;3;134;Planalto
3482;0;3;690000;3;134;Itapoa
3483;0;3;460000;3;134;Ouro Preto
3484;0;0;580000;5;134;Sagrada Familia
3485;100;2;469000;3;134;Padre Eustaquio
3486;1530;3;1939000;4;134;Santo Agostinho
3487;0;3;1998193;4;134;Funcionarios
3488;1500;4;1940000;4;134;Lourdes
3489;1800;3;1880000;4;134;Santo Agostinho
3490;0;3;960000;3;134;Serra
3491;300;3;699000;3;134;Serra
3492;1300;3;1550000;4;134;Anchieta
3493;1200;3;1690000;4;134;Anchieta
3494;1350;2;1180000;3;134;Anchieta
3495;0;1;450000;3;135;JardimVitoria
3496;700;2;850000;4;135;Ouro Preto
3497;300;2;630000;4;135;Palmares
3498;800;2;720000;3;135;Uniao
3499;450;3;990000;4;135;Cidade Nova
3500;330;3;740000;3;135;Santa Ines
3501;290;1;399000;3;135;Graca
3502;340;2;450000;3;135;Caicaras
3503;260;2;589720;2;135;Santa Efigenia
3504;0;2;1080000;1;135;Barro Preto
3505;0;3;1480000;1;135;Barro Preto
3506;650;2;590000;4;135;Santa Efigenia
3507;665;1;560000;3;135;Centro
3508;1195;2;1240000;4;135;Funcionarios
3509;0;1;580000;3;135;Floresta
3510;1650;3;1950000;3;135;Santo Agostinho
3511;1768;2;1700000;4;135;Santo Agostinho
3512;1500;3;1550000;4;135;Funcionarios
3513;0;4;1200000;1;135;Santa Lucia
3514;500;2;495000;3;135;Gutierrez
3515;350;1;499000;3;135;Serra
3516;1271;3;1730000;4;135;Anchieta
3517;500;1;650000;3;135;Anchieta
3518;0;2;1230000;4;135;Sion
3519;0;0;1500000;1;135;Betania
3520;969;2;800000;4;135;Sion
3521;450;2;610000;4;135;Buritis
3522;550;2;569000;4;135;Buritis
3523;550;2;570000;4;135;Buritis
3524;2000;3;1350000;4;135;Belvedere
3525;0;1;350000;3;135;Diamante
3526;250;2;779000;3;136;Itapoa
3527;250;2;550000;2;136;Floresta
3528;260;2;650000;3;136;Concordia
3529;300;1;350000;3;136;Sagrada Familia
3530;1150;2;1290000;4;136;Lourdes
3531;1150;2;1300000;4;136;Lourdes
3532;627;1;490000;3;136;Centro
3533;0;4;1480000;1;136;Barro Preto
3534;350;2;560000;3;136;Prado
3535;0;2;370000;1;136;Funcionarios
3536;1;3;1500000;4;136;Serra
3537;1100;2;950000;4;136;Cruzeiro
3538;900;2;950000;4;136;Cruzeiro
3539;1198;2;700000;4;136;Serra
3540;920;3;680000;4;136;Gutierrez
3541;650;2;720000;4;136;Santo Antonio
3542;650;2;720000;4;136;Santo Antonio
3543;385;2;780000;2;136;Sion
3544;1200;3;1500000;4;136;Anchieta
3545;0;3;1500000;4;136;Anchieta
3546;0;3;600000;3;137;Sao Joao Batista
3547;0;4;520000;3;137;Penha
3548;0;1;1000000;2;137;Uniao
3549;400;1;400000;3;137;Sagrada Familia
3550;1250;2;1120000;4;137;Lourdes
3551;390;1;530000;4;137;Luxemburgo
3552;1100;2;850000;3;137;Anchieta
3553;1100;2;850000;3;137;Cruzeiro
3554;840;2;850000;4;137;Buritis
3555;80;2;215000;2;138;Santa Monica
3556;0;1;360000;2;138;Sao Gabriel
3557;330;2;370000;2;138;Fernao Dias
3558;1100;3;1065000;4;138;Sion
3559;1100;3;1150000;4;138;Sion
3560;0;2;750000;4;138;Sagrada Familia
3561;270;2;540000;2;138;Sagrada Familia
3562;400;2;495000;2;138;Calafate
3563;0;0;980000;1;138;Lourdes
3564;0;3;1536000;1;138;Santo Agostinho
3565;1677;4;1900000;4;138;Lourdes
3566;1080;1;560000;3;138;Cidade Jardim
3567;930;3;1450000;4;138;Sao Pedro
3568;500;2;1390000;4;138;Sion
3569;650;2;1490000;4;138;Sion
3570;800;2;830000;4;138;Buritis
3571;1000;2;670000;4;138;Buritis
3572;1100;2;670000;4;138;Buritis
3573;1150;2;670000;4;138;Buritis
3574;1;0;1244070;1;138;Buritis
3575;230;2;470000;3;139;Sao Joao Batista
3576;350;3;689000;3;139;Dona Clara
3577;1400;4;1600000;4;139;Santo Agostinho
3578;1164;3;1390000;4;139;Sao Pedro
3579;1200;3;1680000;4;139;Sion
3580;0;3;1684019;4;139;Sion
3581;0;3;1694124;4;139;Sion
3582;200;3;504500;3;139;Palmeiras
3583;110;2;380000;3;140;Maria Helena
3584;10;2;500000;3;140;Copacabana
3585;0;2;699000;3;140;Santa Amalia
3586;0;2;630000;3;140;Planalto
3587;0;3;450000;4;140;Copacabana
3588;0;3;620000;3;140;Santa Amalia
3589;975;4;1700000;3;140;Pampulha
3590;0;2;485000;3;140;Santa Amalia
3591;0;2;559999;2;140;Jardim Atlantico
3592;0;1;380000;4;140;Jardim Atlantico
3593;150;2;350000;3;140;Santa Amalia
3594;0;3;1600000;3;140;Cidade Nova
3595;0;3;1408950;4;140;Cidade Nova
3596;0;3;1422940;4;140;Cidade Nova
3597;450;2;764000;4;140;Santa Ines
3598;0;2;835000;3;140;Nova Floresta
3599;500;2;650000;4;140;Nova Floresta
3600;1100;3;1150000;4;140;Sion
3601;1200;3;1150000;3;140;Sion
