;VlrCond;Garagem;Preco;Quarto;M2;Bairro
1486;756;2;470000;2;73;Prado
1487;757;2;470000;2;73;Prado
1488;0;2;1155200;2;73;Santo Agostinho
1489;0;2;1028461;2;73;Santa Efigenia
1490;0;2;1050466;2;73;Santa Efigenia
1491;330;2;479000;3;73;Prado
1492;0;2;548000;3;73;Barroca
1493;1;2;996811;2;73;Santo Agostinho
1494;495;2;1143000;3;73;Funcionarios
1495;1;2;1201238;2;73;Santo Agostinho
1496;682;2;1232000;2;73;Funcionarios
1497;682;1;1232000;2;73;Funcionarios
1498;682;3;1250000;2;73;Savassi
1499;289;2;359000;2;73;Nova Granada
1500;765;1;698000;3;73;Belvedere
1501;850;1;720000;3;73;Belvedere
1502;700;1;690000;1;73;Belvedere
1503;0;1;185000;3;74;Venda Nova
1504;380;1;340000;2;74;Parque Sao Jose
1505;10;1;329000;3;74;Sinimbu
1506;400;2;400000;3;74;Santa Amalia
1507;500;2;470000;3;74;Santa Amalia
1508;200;1;280000;3;74;Jardim Atlantico
1509;310;1;295000;2;74;Cidade Nova
1510;0;1;330000;2;74;Paqueta
1511;350;2;399000;3;74;Palmares
1512;0;2;418000;3;74;Fernao Dias
1513;0;1;370000;3;74;Sagrada Familia
1514;240;2;476000;3;74;Sagrada Familia
1515;290;2;340000;2;74;Sagrada Familia
1516;1;2;669900;3;74;Santa Tereza
1517;220;2;415000;3;74;Santa Efigenia
1518;780;2;470000;3;74;Prado
1519;1;2;1033361;3;74;Santo Agostinho
1520;1;2;1040502;3;74;Santo Agostinho
1521;1;2;1054028;3;74;Santo Agostinho
1522;0;2;1058877;3;74;Santo Agostinho
1523;1;2;1060904;3;74;Santo Agostinho
1524;1;2;1113949;3;74;Santo Agostinho
1525;1;2;1125170;3;74;Santo Agostinho
1526;0;1;730500;1;74;Santo Agostinho
1527;0;2;975552;2;74;Funcionarios
1528;832;2;660000;2;74;Funcionarios
1529;0;2;497686;3;74;Sao Lucas
1530;480;1;310000;2;74;Lourdes
1531;636;2;1350000;2;74;Lourdes
1532;0;2;618000;2;74;Luxemburgo
1533;0;2;902070;2;74;Anchieta
1534;400;2;513159;3;74;Betania
1535;720;1;535000;1;74;Belvedere
1536;200;1;200000;3;75;Serra Verde
1537;0;2;315000;3;75;Santa Monica
1538;0;1;265000;3;75;Venda Nova
1539;50;1;300000;3;75;Sao Joao Batista
1540;0;0;260000;3;75;Trevo
1541;10;2;539000;3;75;Itapoa
1542;0;2;385000;3;75;Santa Amalia
1543;10;2;565000;3;75;Santa Amalia
1544;235;1;310000;3;75;Santa Amalia
1545;350;2;500000;3;75;Ouro Preto
1546;320;2;450000;3;75;Santa Tereza
1547;400;2;395000;3;75;Uniao
1548;0;1;480000;3;75;Renascenca
1549;0;2;820780;2;75;Cidade Nova
1550;300;1;215000;3;75;Castelo
1551;350;2;350000;3;75;Castelo
1552;213;1;280000;3;75;Sagrada Familia
1553;400;2;490000;3;75;Sagrada Familia
1554;210;1;290000;2;75;Colegio Batista
1555;250;1;315000;2;75;Colegio Batista
1556;230;1;364000;2;75;Sagrada Familia
1557;260;2;475880;3;75;Esplanada
1558;300;1;300000;3;75;Caicaras
1559;353;1;250000;3;75;Carlos Prates
1560;280;1;370000;3;75;Sagrada Familia
1561;300;1;320000;2;75;Santa Tereza
1562;150;2;470000;3;75;Santa Tereza
1563;300;1;278000;3;75;Santa Tereza
1564;630;1;850000;2;75;Lourdes
1565;250;1;426000;2;75;Floresta
1566;180;2;280000;3;75;Padre Eustaquio
1567;0;2;520000;3;75;Santa Tereza
1568;650;1;695000;2;75;Lourdes
1569;280;0;290000;2;75;Centro
1570;0;4;950000;1;75;Santa Efigenia
1571;670;1;450000;3;75;Padre Eustaquio
1572;450;0;260000;3;75;Centro
1573;350;1;380000;3;75;Calafate
1574;350;1;380000;3;75;Calafate
1575;460;1;450000;2;75;Lourdes
1576;580;1;450000;2;75;Centro
1577;0;2;699000;1;75;Santo Agostinho
1578;222;0;355000;2;75;Santo Agostinho
1579;350;1;1300;2;75;Sao Lucas
1580;639;1;310000;1;75;Funcionarios
1581;0;3;881500;2;75;Gutierrez
1582;1;2;1040436;2;75;Savassi
1583;325;0;1100;2;75;Barro Preto
1584;0;2;1050000;2;75;Funcionarios
1585;1105;1;320000;2;75;Gutierrez
1586;250;2;329000;2;75;Salgado Filho
1587;0;1;350000;2;75;Jardim America
1588;500;2;645000;3;75;Santo Antonio
1589;290;1;265000;2;75;Serra
1590;530;2;595000;2;75;Luxemburgo
1591;300;1;310000;2;75;Anchieta
1592;550;1;440000;2;75;Santo Antonio
1593;0;1;200000;2;75;Parque Leblon
1594;0;2;905000;3;75;Luxemburgo
1595;500;1;417000;2;75;Serra
1596;650;2;440000;2;75;Luxemburgo
1597;350;0;335000;2;75;Sion
1598;400;1;570000;2;75;Anchieta
1599;430;1;340000;3;75;Cruzeiro
1600;300;0;312000;3;75;Vila Paris
1601;330;1;370000;2;75;Estoril
1602;276;1;280000;3;75;Estrela Dalva
1603;170;2;350000;3;75;Estrela Dalva
1604;325;1;250000;3;75;Havai
1605;580;3;525000;3;75;Betania
1606;570;2;580000;3;75;Estrela do Oriente
1607;570;2;649000;3;75;Betania
1608;350;1;269000;3;75;Buritis
1609;350;1;380000;3;75;Santa Efigenia
1610;560;1;420000;2;75;Estoril
1611;650;1;430000;2;75;Buritis
1612;700;2;550000;3;75;Buritis
1613;418;2;400000;2;75;Buritis
1614;472;2;530000;3;75;Buritis
1615;550;2;530000;3;75;Buritis
1616;780;2;3900;3;75;Belvedere
1617;644;2;698000;3;75;Belvedere
1618;0;2;490000;3;75;Estoril
1619;650;2;680000;2;75;Buritis
1620;650000;2;680000;2;75;Buritis
1621;285;2;330000;3;75;Buritis
1622;400;1;319000;2;75;Buritis
1623;0;0;1900;1;75;Barreiro
1624;450;2;445000;3;75;Santa Helena
1625;240;1;234000;3;76;Sao Joao Batista
1626;600;2;360000;3;76;Palmares
1627;410;2;439000;3;76;Jaragua
1628;450;1;442543;3;76;Ouro Preto
1629;450;2;580600;3;76;Ouro Preto
1630;352;1;400000;3;76;Cidade Nova
1631;200;2;495000;3;76;Sagrada Familia
1632;330;2;350000;3;76;Castelo
1633;0;2;431600;3;76;Sao Geraldo
1634;350;2;490000;3;76;Sagrada Familia
1635;0;1;215000;2;76;Sagrada Familia
1636;380;2;485000;3;76;Sagrada Familia
1637;400;2;540000;3;76;Santa Tereza
1638;960;1;490000;2;76;Lourdes
1639;0;1;887650;1;76;Lourdes
1640;0;1;890000;2;76;Funcionarios
1641;836;2;780000;2;76;Lourdes
1642;500;2;595000;3;76;Nova Suica
1643;250;2;319000;2;76;Salgado Filho
1644;0;2;990000;2;76;Funcionarios
1645;380;0;339999;3;76;Coracao de Jesus
1646;1;1;368000;1;76;Sao Pedro
1647;1;1;430000;1;76;Sao Pedro
1648;0;2;689000;3;76;Santo Antonio
1649;0;1;1000000;1;76;Belvedere
1650;860;2;685000;1;76;Belvedere
1651;360;2;540000;2;76;Buritis
1652;0;2;430000;3;77;Jardim Guanabara
1653;100;2;510000;3;77;Santa Branca
1654;250;2;330000;2;77;Planalto
1655;250;1;249900;3;77;Itapoa
1656;260;1;340000;3;77;Sao Jose
1657;642;2;830000;2;77;Savassi
1658;400;2;420000;3;77;Jaragua
1659;700;2;540000;3;77;Sagrada Familia
1660;1;2;431600;3;77;Sao Geraldo
1661;200;1;215000;3;77;Caicaras
1662;260;2;482120;3;77;Santa Efigenia
1663;0;2;517000;3;77;Esplanada
1664;300;1;330000;2;77;Padre Eustaquio
1665;200;1;220000;2;77;Joao Pinheiro
1666;500;0;330000;2;77;Funcionarios
1667;0;2;847500;2;77;Santo Agostinho
1668;1;2;974095;2;77;Savassi
1669;1;2;750000;2;77;Savassi
1670;0;2;729000;3;77;Santo Antonio
1671;400;2;739000;3;77;Santo Antonio
1672;665;2;870000;2;77;Belvedere
1673;600;2;480000;3;77;Estoril
1674;150;2;298000;3;78;Rio Branco
1675;298;1;300000;3;78;Venda Nova
1676;10;2;459000;3;78;Planalto
1677;0;2;550000;3;78;Santa Amalia
1678;600;1;430000;3;78;Floresta
1679;406;1;240000;3;78;Santa Cruz
1680;500;1;290000;3;78;Cidade Nova
1681;250;1;240000;2;78;Sagrada Familia
1682;670;2;545000;3;78;Sagrada Familia
1683;300;2;460000;3;78;Esplanada
1684;165;0;260000;2;78;Floresta
1685;440;1;349000;3;78;Carlos Prates
1686;400;2;672000;3;78;Floresta
1687;0;1;330000;1;78;Centro
1688;657;2;1090000;3;78;Lourdes
1689;0;2;1116090;3;78;Lourdes
1690;0;2;1129008;3;78;Lourdes
1691;430;2;430000;3;78;Santa Efigenia
1692;0;2;877500;2;78;Santo Agostinho
1693;1;2;1037249;2;78;Savassi
1694;1;2;1044864;2;78;Savassi
1695;1;2;987310;2;78;Savassi
1696;0;2;1462400;2;78;Savassi
1697;0;2;1462400;2;78;Savassi
1698;0;2;1491500;2;78;Savassi
1699;500;1;215000;3;78;Nova Gameleira
1700;1059;1;520000;2;78;Santo Antonio
1701;1253;2;570000;2;78;Santo Antonio
1702;0;2;879000;3;78;Sion
1703;0;2;385000;2;78;Estrela Dalva
1704;300;1;300000;3;78;Buritis
1705;280;0;380000;3;78;Buritis
1706;280;2;380000;3;78;Buritis
1707;690;2;680000;2;78;Buritis
1708;700;2;690000;2;78;Buritis
1709;280;1;287000;3;78;Cardoso Barreiro
1710;10;2;475000;3;79;Santa Monica
1711;389;1;420000;3;79;Jardim Guanabara
1712;270;2;400000;3;79;Liberdade
1713;370;2;480000;3;79;Liberdade
1714;350;2;530000;3;79;Sagrada Familia
1715;250;2;480000;2;79;Sagrada Familia
1716;0;0;570000;3;79;Sagrada Familia
1717;818;2;660000;3;79;Santa Efigenia
1718;0;2;1116090;3;79;Lourdes
1719;0;2;1000000;3;79;Santo Agostinho
1720;0;2;639000;3;79;Nova Suica
1721;1;2;1180000;2;79;Savassi
1722;0;2;1250000;2;79;Savassi
1723;900;1;1500000;2;79;Savassi
1724;350;2;780000;2;79;Savassi
1725;0;1;596056;2;79;Anchieta
1726;500;2;430000;3;79;Gutierrez
1727;0;0;160000;1;80;Centro
1728;500;0;420000;3;80;Centro
1729;0;1;300000;3;80;Sao Tomaz
1730;550;2;385000;3;80;Vila Cloris
1731;10;2;399000;3;80;Sao Joao Batista
1732;0;2;500000;3;80;Copacabana
1733;150;1;285000;2;80;Vila Cloris
1734;0;5;690000;3;80;Santa Monica
1735;450;2;580000;3;80;Nova Suica
1736;150;2;429000;3;80;Itapoa
1737;0;2;558000;3;80;Itapoa
1738;10;2;500000;3;80;Itapoa
1739;10;2;740000;3;80;Itapoa
1740;435;2;330000;3;80;Heliopolis
1741;700;1;410000;3;80;Floresta
1742;360;2;420000;3;80;Dona Clara
1743;600;1;450000;3;80;Pampulha
1744;250;2;355000;3;80;Serrano
1745;350;2;430000;3;80;Ipiranga
1746;300;2;350000;3;80;Castelo
1747;382;1;360000;3;80;Silveira
1748;500;2;440000;3;80;Sagrada Familia
1749;300;2;360000;3;80;Sagrada Familia
1750;250;3;420000;3;80;Sagrada Familia
1751;0;5;390000;2;80;Sao Geraldo
1752;350;1;355000;3;80;Sagrada Familia
1753;360;2;430000;3;80;Graca
1754;326;2;500000;3;80;Sagrada Familia
1755;250;2;639000;3;80;Sagrada Familia
1756;200;1;250000;2;80;Floresta
1757;300;1;310000;2;80;Sagrada Familia
1758;280;1;315000;3;80;Sagrada Familia
1759;250;0;460000;3;80;Monsenhor Messias
1760;0;2;510000;3;80;Colegio Batista
1761;800;2;619000;3;80;Sagrada Familia
1762;0;2;679000;3;80;Sagrada Familia
1763;730;2;565000;3;80;Floresta
1764;0;1;450000;2;80;Esplanada
1765;460;2;350000;3;80;Padre Eustaquio
1766;300;1;400000;3;80;Santa Tereza
1767;430;1;420000;1;80;Lourdes
1768;370;1;215000;3;80;Carlos Prates
1769;350;1;240000;3;80;Carlos Prates
1770;300;1;320000;3;80;Santa Efigenia
1771;300;1;360000;2;80;Floresta
1772;365;0;230000;2;80;Centro
1773;0;0;320000;2;80;Centro
1774;0;2;1116090;3;80;Lourdes
1775;520;1;690000;2;80;Lourdes
1776;800;2;820000;2;80;Lourdes
1777;460;0;390000;3;80;Lourdes
1778;0;0;360000;2;80;Funcionarios
1779;800;1;680000;2;80;Lourdes
1780;0;2;753200;3;80;Prado
1781;900;1;490000;3;80;Santa Efigenia
1782;900;1;600000;3;80;Santa Efigenia
1783;550;1;530000;3;80;Lourdes
1784;160;2;450000;3;80;Calafate
1785;0;1;550000;1;80;Funcionarios
1786;1153;2;620000;2;80;Serra
1787;1100;2;670000;2;80;Serra
1788;0;1;280000;2;80;Serra
1789;1249;1;285000;3;80;Serra
1790;0;2;750000;3;80;Santo Antonio
1791;500;2;447000;3;80;Gutierrez
1792;0;2;447000;3;80;Grajau
1793;0;2;1115000;2;80;Savassi
1794;0;2;1180000;2;80;Savassi
1795;0;2;1210000;2;80;Savassi
1796;990;5;920000;2;80;Serra
1797;850;3;890000;2;80;Serra
1798;420;2;375000;3;80;Serra
1799;0;2;775000;2;80;Serra
1800;810;1;480000;2;80;Santo Antonio
1801;0;1;250000;3;80;Serra
1802;350;1;330000;3;80;Anchieta
1803;225;0;320000;2;80;Serra
1804;887;1;690000;3;80;Santo Antonio
1805;1000;1;799000;1;80;Luxemburgo
1806;250;2;290000;2;80;Jardim America
1807;400;0;280000;3;80;Santo Antonio
1808;0;0;505000;1;80;Savassi
1809;350;2;2200;2;80;Santo Antonio
1810;0;0;262000;1;80;Cidade Jardim
1811;550;1;350000;2;80;Santo Antonio
1812;574;1;400000;3;80;Santo Antonio
1813;337;1;350000;2;80;Anchieta
1814;770;2;530000;2;80;Luxemburgo
1815;400;1;270000;3;80;Santo Antonio
1816;480;2;458000;3;80;Estoril
1817;445;2;430000;3;80;Estoril
1818;545;1;310000;3;80;Estoril
1819;400;1;340000;3;80;Estoril
1820;0;1;240000;2;80;Copacabana
1821;320;2;380000;3;80;Estoril
1822;265;2;320000;3;80;Havai
1823;765;2;560000;2;80;Buritis
1824;545;2;500000;3;80;Buritis
1825;473;2;450000;3;80;Buritis
1826;250;2;500000;3;80;Barreiro
1827;720;2;515000;3;80;Buritis
1828;950;2;650000;3;80;Belvedere
1829;827;1;690000;2;80;Belvedere
1830;833;1;690000;3;80;Belvedere
1831;0;1;690000;2;80;Belvedere
1832;360;2;390000;2;80;Buritis
1833;540;1;460000;3;80;Estoril
1834;578;1;460000;3;80;Estoril
1835;582;2;520000;3;80;Estoril
1836;700;2;650000;2;80;Buritis
1837;450;2;470000;2;80;Buritis
1838;320;2;440000;2;80;Buritis
1839;0;2;380000;3;80;Araguaia
1840;220;1;250000;3;80;Diamante
1841;100;1;185000;2;80;Floramar
1842;130;2;340000;3;81;Jardim dos Comerciarios
1843;0;2;380000;3;81;Heliopolis
1844;477;2;450000;3;81;Santa Ines
1845;480;2;510000;3;81;Colegio Batista
1846;800;3;678000;3;81;Sagrada Familia
1847;800;2;679000;3;81;Sagrada Familia
1848;600;3;689000;3;81;Sagrada Familia
1849;300;1;430000;3;81;Minas Brasil
1850;470;1;470000;2;81;Centro
1851;320;0;430000;3;81;Santa Efigenia
1852;0;2;1134000;3;81;Funcionarios
1853;0;2;1134000;3;81;Savassi
1854;0;2;1200000;3;81;Savassi
1855;0;2;1180000;2;81;Savassi
1856;0;2;1200000;2;81;Savassi
1857;0;2;1250000;2;81;Savassi
1858;0;2;1265000;2;81;Savassi
1859;300;1;330000;3;81;Anchieta
1860;1060;1;580000;2;81;Carmo
1861;1060;1;620000;2;81;Anchieta
1862;0;2;798237;3;81;Santo Antonio
1863;890;1;680000;2;81;Luxemburgo
1864;450;2;590000;3;81;Anchieta
1865;270;3;388500;3;81;Havai
1866;743;3;455000;3;81;Buritis
1867;0;2;350000;2;82;Jaqueline
1868;0;2;300000;3;82;Planalto
1869;0;4;750000;3;82;Planalto
1870;0;2;820000;3;82;Itapoa
1871;100;1;290000;3;82;Heliopolis
1872;350;2;720000;3;82;Dona Clara
1873;250;1;395000;3;82;Barreiro
1874;1;2;499000;3;82;Colegio Batista
1875;300;2;475000;3;82;Esplanada
1876;0;1;330000;1;82;Sagrada Familia
1877;660;0;330000;2;82;Floresta
1878;920;2;840000;2;82;Lourdes
1879;520;1;350000;3;82;Carlos Prates
1880;360;1;340000;3;82;Santa Efigenia
1881;0;1;370000;3;82;Cruzeiro
1882;0;2;1116090;3;82;Lourdes
1883;0;2;1129008;3;82;Lourdes
1884;0;1;398000;1;82;Funcionarios
1885;0;1;650000;1;82;Savassi
1886;750;2;535000;3;82;Nova Suica
1887;0;3;1137069;3;82;Santo Agostinho
1888;504;2;560000;3;82;Nova Suica
1889;1;2;1101764;3;82;Savassi
1890;500;2;555000;3;82;Serra
1891;350;2;580000;3;82;Nova Granada
1892;1;22;752640;2;82;Santo Antonio
1893;1060;2;620000;2;82;Anchieta
1894;950;1;730000;1;82;Luxemburgo
1895;0;0;275000;1;82;Cidade Jardim
1896;0;2;850000;3;82;Serra
1897;250;1;260000;3;82;Havai
1898;0;2;499000;3;82;Palmeiras
1899;646;1;850000;2;82;Belvedere
1900;510;2;670000;3;82;Buritis
1901;630;1;240000;3;83;Floramar
1902;0;2;439000;3;83;Santa Branca
1903;50;1;315000;3;83;Copacabana
1904;150;2;220000;2;83;Jardim Leblon
1905;100;1;390000;3;83;Santa Amalia
1906;400;2;620000;3;83;Caicaras
1907;300;1;360000;4;83;Sagrada Familia
1908;600;2;1117000;1;83;Lourdes
1909;600;2;1170000;1;83;Lourdes
1910;300;2;500000;3;83;Santa Tereza
1911;0;1;770000;1;83;Lourdes
1912;0;2;1129008;3;83;Funcionarios
1913;720;1;460000;3;83;Lourdes
1914;485;1;500000;3;83;Lourdes
1915;0;2;1176648;3;83;Santo Agostinho
1916;0;1;460000;3;83;Lourdes
1917;700;2;549800;3;83;Sao Lucas
1918;0;2;694300;3;83;Sao Lucas
1919;0;3;1350000;2;83;Savassi
1920;300;1;477000;3;83;Serra
1921;400;2;735000;3;83;Anchieta
1922;400;1;585000;3;83;Cruzeiro
1923;0;2;989850;3;83;Sion
1924;450;2;992850;3;83;Sion
1925;0;2;992850;3;83;Sion
1926;0;2;992850;3;83;Sion
1927;650;2;530000;2;83;Buritis
1928;580;2;549000;2;83;Buritis
1929;730;2;575000;2;83;Buritis
1930;730;2;575000;2;83;Estoril
1931;308;2;380000;3;83;Buritis
1932;0;2;480000;3;83;Buritis
1933;450;2;640000;3;83;Buritis
1934;500;2;530000;3;83;Buritis
1935;526;2;530000;3;83;Buritis
1936;650;2;640000;3;83;Buritis
1937;599;0;720000;3;83;Buritis
1938;150;1;185000;3;84;Santa Monica
1939;10;2;550000;3;84;Itapoa
1940;285;1;335000;3;84;Sagrada Familia
1941;500;2;535000;3;84;Sagrada Familia
1942;220;1;320000;2;84;Sagrada Familia
1943;250;2;680000;3;84;Sagrada Familia
1944;0;2;680000;3;84;Sagrada Familia
1945;480;2;865000;3;84;Sagrada Familia
1946;800;2;639000;3;84;Sagrada Familia
1947;835;2;650000;3;84;Minas Brasil
1948;460;1;350000;2;84;Prado
1949;340;1;371000;4;84;Santa Efigenia
1950;1300;2;1200000;3;84;Lourdes
1951;0;1;770000;1;84;Lourdes
1952;298;3;918800;2;84;Santa Efigenia
1953;560;2;1230000;3;84;Lourdes
1954;750;0;320000;2;84;Centro
1955;0;2;725000;3;84;Prado
1956;0;2;1055414;3;84;Funcionarios
1957;620;1;460000;3;84;Lourdes
1958;1000;2;850000;3;84;Funcionarios
1959;350;2;460000;1;84;Gutierrez
1960;800;3;649000;3;84;Sao Lucas
1961;800;2;650000;3;84;Sao Lucas
1962;0;2;694300;3;84;Sao Lucas
1963;0;2;879000;2;84;Funcionarios
1964;0;3;950000;3;84;Gutierrez
1965;0;2;1060000;2;84;Funcionarios
1966;920;2;710000;3;84;Cruzeiro
1967;830;2;829000;2;84;Cruzeiro
1968;510;1;495000;2;84;Anchieta
1969;1246;2;745000;2;84;Anchieta
1970;820;1;1800;2;84;Vila Paris
1971;350;1;260000;3;84;Estrela Dalva
1972;355;1;330000;4;84;Buritis
1973;200;1;350000;3;84;Diamante
1974;380;2;430000;3;85;Santa Rosa
1975;220;8;280000;3;85;Cachoeirinha
1976;300;1;270000;3;85;Estrela Dalva
1977;10;2;450000;3;85;Rio Branco
1978;0;2;450000;3;85;Rio Branco
1979;0;2;480000;3;85;Planalto
1980;1;1;269000;3;85;Santa Monica
1981;700;1;580000;2;85;Luxemburgo
1982;10;2;550000;3;85;Itapoa
1983;120;2;320000;2;85;Parque Copacabana
1984;0;2;629000;3;85;Santa Amalia
1985;308;1;350000;3;85;Santa Amalia
1986;443;2;450000;3;85;Liberdade
1987;640;2;398000;3;85;Palmares
1988;500;2;410000;2;85;Castelo
1989;450;2;495000;3;85;Ouro Preto
1990;350;1;405000;3;85;Fernao Dias
1991;513;1;310000;3;85;Sagrada Familia
1992;0;2;420000;3;85;Cidade Nova
1993;350;2;390000;3;85;Palmares
1994;100;1;295000;3;85;Copacabana
1995;0;1;312000;3;85;Copacabana
1996;280;1;380000;3;85;Cidade Nova
1997;0;2;485000;3;85;Castelo
1998;298;3;379000;3;85;Castelo
1999;0;2;570000;2;85;Cidade Nova
2000;300;2;330000;3;85;Parque Pedro II
2001;350;2;468550;3;85;Esplanada
2002;350;2;498750;3;85;Esplanada
2003;350;2;508450;3;85;Esplanada
2004;350;2;526650;3;85;Esplanada
2005;385;2;542240;3;85;Esplanada
2006;0;2;680000;3;85;Sagrada Familia
2007;240;1;290000;3;85;Bonfim
2008;380;1;340000;2;85;Sagrada Familia
2009;605;1;530000;3;85;Sagrada Familia
2010;250;2;480000;3;85;Santa Tereza
2011;0;2;480000;3;85;Santa Tereza
2012;800;1;670000;2;85;Lourdes
2013;701;1;750000;2;85;Lourdes
2014;692;1;640000;3;85;Funcionarios
2015;800;1;660000;3;85;Funcionarios
2016;0;0;1092406;1;85;Santo Agostinho
2017;0;0;1147026;1;85;Santo Agostinho
2018;660;2;660000;3;85;Prado
2019;340;1;350000;4;85;Santa Efigenia
2020;1038;2;950000;3;85;Funcionarios
2021;450;0;295000;2;85;Centro
2022;488;1;720000;1;85;Lourdes
2023;200;2;700000;3;85;Alto Barroca
2024;600;1;545000;2;85;Lourdes
2025;803;2;1180000;2;85;Santo Agostinho
2026;900;1;515000;3;85;Santa Efigenia
2027;692;1;530000;2;85;Lourdes
2028;1200;2;645000;2;85;Funcionarios
2029;100;2;850000;3;85;Funcionarios
2030;1000;2;850000;3;85;Funcionarios
2031;1400;2;1200000;3;85;Santo Agostinho
2032;490;1;480000;3;85;Gutierrez
2033;260;0;398000;2;85;Cidade Jardim
2034;1000;2;1150000;3;85;Funcionarios
2035;1000;2;1250000;3;85;Funcionarios
2036;510;1;230000;3;85;Nova Gameleira
2037;700;2;890000;3;85;Funcionarios
2038;340;1;320000;2;85;Santo Antonio
2039;320;1;350000;2;85;Santo Antonio
2040;250;1;260000;3;85;Nova Granada
2041;250;1;330000;3;85;Anchieta
2042;200;1;350000;3;85;Carmo
2043;0;2;1120000;3;85;Vila Paris
2044;450;2;3500;3;85;Cidade Jardim
2045;0;2;980000;2;85;Vila Paris
2046;800;1;410000;2;85;Serra
2047;700;1;360000;3;85;Santo Antonio
2048;700;1;380000;3;85;Santo Antonio
2049;0;2;400000;3;85;Havai
2050;650;2;500000;3;85;Estoril
2051;550;2;549000;2;85;Buritis
2052;650;2;560000;2;85;Buritis
2053;770;2;480000;3;85;Buritis
2054;220;2;469000;3;85;Santa Efigenia
2055;700;2;600000;3;85;Buritis
2056;250;3;460000;3;85;Barreiro
2057;722;2;500000;3;85;Buritis
2058;380;2;460000;3;85;Buritis
2059;288;2;520000;3;85;Buritis
2060;450;2;550000;3;85;Buritis
2061;414;2;385000;3;85;Buritis
2062;0;2;425000;3;85;Buritis
2063;650;3;690000;2;85;Buritis
2064;500;2;370000;3;85;Buritis
2065;600;2;450000;3;85;Buritis
2066;490;2;380000;3;85;Buritis
2067;150;2;380000;3;85;Barreiro
2068;680;2;640000;3;85;Buritis
2069;0;1;239000;2;86;Europa
2070;328;1;360000;2;86;Santa Branca
2071;10;2;550000;3;86;Itapoa
2072;350;2;320000;3;86;Palmares
2073;450;2;430000;3;86;Cidade Nova
2074;315;1;350000;4;86;Silveira
2075;230;2;360000;3;86;Sagrada Familia
2076;130;1;225000;2;86;Sagrada Familia
2077;444;2;510000;3;86;Sagrada Familia
2078;430;1;260000;3;86;Santa Tereza
2079;300;2;549000;3;86;Santa Efigenia
2080;0;2;887000;3;86;Barro Preto
2081;270;1;320000;3;86;Nova Suica
2082;0;2;1069605;3;86;Funcionarios
2083;0;2;1113723;3;86;Funcionarios
2084;0;2;1200000;3;86;Funcionarios
2085;0;2;1157877;3;86;Santo Agostinho
2086;1;2;1169129;3;86;Santo Agostinho
2087;0;2;1204000;3;86;Santo Agostinho
2088;700;2;760000;3;86;Gutierrez
2089;250;2;700000;3;86;Serra
2090;1;2;728000;3;86;Serra
2091;650;3;1100000;3;86;Gutierrez
2092;710;2;960000;2;86;Sao Pedro
2093;680;2;1790;3;86;Sao Pedro
2094;0;2;1002000;3;86;Santo Antonio
2095;0;2;395000;3;86;Betania
2096;580;2;690000;3;86;Estoril
2097;0;3;680000;3;86;Buritis
2098;817;3;660000;3;86;Buritis
2099;1;2;685000;1;86;Belvedere
2100;250;1;345000;4;87;Santa Branca
2101;550;3;1050000;3;87;Sion
2102;550;2;1250000;3;87;Sion
2103;500;1;450000;3;87;Castelo
2104;390;2;450000;3;87;Cidade Nova
2105;550;1;240000;2;87;Colegio Batista
2106;0;1;270000;3;87;Monsenhor Messias
2107;0;1;550000;3;87;Sagrada Familia
2108;347;1;360000;4;87;Santa Efigenia
2109;690;0;350000;3;87;Barro Preto
2110;690;0;350000;2;87;Centro
2111;0;2;990000;3;87;Lourdes
2112;0;2;1253377;3;87;Funcionarios
2113;0;2;1263492;3;87;Savassi
2114;0;2;1269802;3;87;Savassi
2115;250;2;350000;3;87;Santa Monica
2116;1;2;1080681;3;87;Santo Agostinho
2117;0;2;1191733;3;87;Funcionarios
2118;450;2;719000;2;87;Gutierrez
2119;0;0;400000;1;87;Savassi
2120;700;2;599000;3;87;Nova Suica
2121;1000;2;1150000;3;87;Funcionarios
2122;1;2;1350000;3;87;Funcionarios
2123;1;2;919000;2;87;Serra
2124;0;2;949000;3;87;Serra
2125;0;2;959000;2;87;Serra
2126;200;1;384782;2;87;Salgado Filho
2127;620;2;700000;3;87;Cruzeiro
2128;0;2;850000;3;87;Sao Pedro
2129;720;2;900000;3;87;Sion
2130;0;1;750000;1;87;Santa Lucia
2131;650;1;400000;3;87;Buritis
2132;0;1;290000;3;88;Maria Helena
2133;0;1;275000;2;88;Heliopolis
2134;200;2;330000;3;88;Sao Gabriel
2135;358;1;500000;3;88;Ipiranga
2136;360;2;380000;3;88;Castelo
2137;250;1;269000;2;88;Sagrada Familia
2138;275;2;489000;3;88;Sagrada Familia
2139;330;2;525000;3;88;Floresta
2140;427;0;420000;3;88;Centro
2141;356;1;380000;3;88;Sao Lucas
2142;50;1;399000;3;88;Sao Joao Batista
2143;475;1;450000;3;88;Savassi
2144;1000;2;850000;3;88;Funcionarios
2145;1196;2;1250000;3;88;Gutierrez
2146;370;1;315000;2;88;Gutierrez
2147;180;1;320000;3;88;Alto Barroca
2148;0;2;1168000;2;88;Funcionarios
2149;800;2;798000;3;88;Grajau
2150;250;1;295000;3;88;Jardim America
2151;1;2;839000;2;88;Sao Pedro
2152;225;3;1050000;3;88;Sion
2153;400;2;1060000;3;88;Sion
2154;700;3;460000;3;88;Buritis
