Endereco;VlrCond;Garagem;Preco;Quarto;M2;Bairro;Cidade;Latitude;Longitude
Rua Tenente Anastacio de Moura 563;0;5;2700000;1;510;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Tenente Anastacio de Moura;900;1;490000;3;80;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Tenente Anastacio de Moura;900;1;515000;3;85;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Tenente Anastacio de Moura;190;2;590000;2;65;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Tenente Anastacio de Moura;900;1;600000;3;80;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Tenente Anastacio de Moura;750;1;640000;3;95;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Tenente Anastacio de Moura;750;1;680000;3;95;Santa Efigenia;Belo Horizonte;-19.9291188;-43.9177972
Rua Pedro Jose Moreira;350;1;420000;3;95;Sao Lucas;Belo Horizonte;-19.9292468;-43.9132329
Rua Junquilhos;350;1;1300;3;100;Nova Suica;Belo Horizonte;-19.9292527;-43.9730518
Rua Euclides da Cunha;1250;2;790000;4;106;Prado;Belo Horizonte;-19.9292917;-43.9596992
Rua Euclides da Cunha;1350;2;810000;4;125;Prado;Belo Horizonte;-19.9292917;-43.9596992
Rua Euclides da Cunha;1350;3;970000;4;116;Prado;Belo Horizonte;-19.9292917;-43.9596992
Rua Professor Tancredo Martins 71;220;1;230000;2;50;Sao Lucas;Belo Horizonte;-19.9293276;-43.9168398
Rua Frei Luiz de Souza 135;145;1;305000;2;56;Joao Pinheiro;Belo Horizonte;-19.9295132;-44.003802
Rua Frei Luiz de Souza 135;210;2;395000;2;112;Joao Pinheiro;Belo Horizonte;-19.9295132;-44.003802
Rua Frei Luiz de Souza 135;190;2;455000;2;112;Joao Pinheiro;Belo Horizonte;-19.9295132;-44.003802
Rua Monte Simplon 417;145;1;319000;2;52;Nova Suica;Belo Horizonte;-19.9295351;-43.9824004
Rua Monte Simplon;270;1;320000;3;86;Nova Suica;Belo Horizonte;-19.9295351;-43.9824004
Rua Monte Simplon 417;210;1;399000;2;105;Nova Suica;Belo Horizonte;-19.9295351;-43.9824004
Rua Monte Simplon 417;160;1;419000;2;52;Nova Suica;Belo Horizonte;-19.9295351;-43.9824004
Rua Monte Simplon 405;0;2;429000;2;63;Nova Suica;Belo Horizonte;-19.9295351;-43.9824004
Rua Monte Simplon;750;2;535000;3;82;Nova Suica;Belo Horizonte;-19.9295351;-43.9824004
Rua Alvarenga Peixoto;1100;2;10000;4;395;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;0;2;1012697;2;72;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 711;1092;3;1027000;3;102;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1363;860;2;1030000;4;110;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;1031509;2;72;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;1049000;2;62;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1200;2;1060000;3;110;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;1080681;3;87;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1150;2;1100000;3;102;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 711;1200;3;1100000;3;102;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1324;2;1100000;3;102;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1860;2;1120000;4;130;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;1180000;2;62;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1271;1;2;1180000;2;123;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1259;1200;2;1400000;4;155;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 425;0;2;1442734;3;124;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1210;2;1550000;3;99;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1037;933;2;1590000;3;101;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1698;3;1650000;4;147;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1700;3;1650000;4;147;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1337;1750;3;1650000;3;147;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;0;2;1666769;3;118;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;1697730;3;118;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 425;0;2;1707237;3;118;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 425;0;2;1711725;3;118;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1337;1750;3;1750000;4;147;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 740;0;3;1750000;3;122;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1802;4;1820000;4;238;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1500;4;1880000;4;133;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1500;4;1940000;4;134;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1040;2000;3;1950000;3;129;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1040;1990;3;1980000;3;130;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1040;2000;3;1980000;3;130;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;850;2;2050000;3;101;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1000;2;2300000;5;396;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;2800;3;2300000;4;300;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1680;4;2350000;4;223;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;842;2;2490000;3;250;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;2420;3;2599000;4;300;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1901;4;2650000;4;360;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 854;2000;3;2650000;4;300;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 200;2700;3;2700000;5;320;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 854;0;3;2700000;4;301;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1026;0;4;2700000;4;440;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1650;5;3200000;5;386;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;222;0;355000;2;75;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;3200;5;4300000;4;334;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;0;1;648176;1;39;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 1285;350;1;650000;3;129;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 594;0;1;695416;1;39;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;1;704256;1;42;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 594;800;0;704256;2;42;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 594;0;1;739468;1;42;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;500;2;750000;4;130;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;859000;2;59;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 711;1400;2;949803;3;103;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1200;2;950000;3;110;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;950;2;950000;3;95;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto 425;0;2;969619;2;66;Lourdes;Belo Horizonte;-19.929576;-43.9494157
Rua Alvarenga Peixoto;1;2;996811;2;73;Santo Agostinho;Belo Horizonte;-19.929576;-43.9494157
Avenida Teresa Cristina;0;0;11500000;1;5388;Betania;Belo Horizonte;-19.9299314;-43.9835742
Rua Carlos Peixoto;0;0;750000;1;730;Santa Efigenia;Belo Horizonte;-19.9299408;-43.9167564
Rua Alberto Bressane 247;0;3;1350000;4;375;Sao Lucas;Belo Horizonte;-19.9300689;-43.9139527
Rua Alberto Bressane;470;2;420000;3;150;Sao Lucas;Belo Horizonte;-19.9300689;-43.9139527
Rua Alberto Bressane 464;0;2;890000;5;502;Sao Lucas;Belo Horizonte;-19.9300689;-43.9139527
Rua Alberto Bressane;1;4;950000;5;502;Sao Lucas;Belo Horizonte;-19.9300689;-43.9139527
Rua Rio Grande do Norte 1022;0;2;1055414;3;84;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;2;1069605;3;86;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;1580;2;1100000;4;118;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 1022;0;2;1113723;3;86;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;2;1120000;3;103;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 605;0;2;1120000;3;104;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;2;1134000;3;81;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 836;0;2;1134000;3;81;Savassi;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;495;2;1143000;3;73;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 1022;0;2;1191733;3;87;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 836;0;2;1200000;3;86;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 836;0;2;1200000;3;81;Savassi;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;0;1300;1;50;Savassi;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 619;595;2;1450000;4;180;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 1289;0;0;170000;1;30;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;0;180000;1;42;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;0;180000;1;28;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 1560;0;0;240000;1;38;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;1000;0;270000;1;61;Savassi;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;687;0;385000;1;46;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;1035;1;660000;3;92;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte 619;670;1;680000;2;90;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;1000;2;850000;3;88;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;1000;1;860000;3;100;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;975;1;860000;3;100;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;2;897919;2;63;Savassi;Belo Horizonte;-19.9302239;-43.9306127
Rua Rio Grande do Norte;0;2;975552;2;74;Funcionarios;Belo Horizonte;-19.9302239;-43.9306127
Rua Tobias Barreto;0;2;520000;3;114;Santa Monica;Belo Horizonte;-19.9302388;-43.9757789
Rua Tobias Barreto;10;2;680000;3;106;Santa Monica;Belo Horizonte;-19.9302388;-43.9757789
Rua dos Timbiras 395;650;2;1053338;2;114;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 1228;671;2;1100000;2;165;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;1119;3;1300000;4;113;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 2500;240;0;195000;1;28;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;650;3;2050000;3;195;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 1936;0;0;238000;1;33;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 2072;0;3;2700;1;40;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 2500;826;0;280000;2;70;Santo Agostinho;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;0;6;3000000;5;159;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;620;1;460000;3;84;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;720;1;460000;3;83;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;883;1;490000;2;89;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;485;1;500000;3;83;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;549;1;530000;3;70;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;550;1;530000;3;80;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;692;1;530000;2;85;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 2062;0;1;560000;1;45;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;0;3;580000;1;41;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;1050;1;600000;4;130;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;1200;2;645000;2;85;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 2483;832;2;660000;2;74;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;0;2;670000;4;240;Barro Preto;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;0;1;800;1;40;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 261;100;2;850000;3;85;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;1000;2;850000;3;85;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;1000;2;850000;3;84;Funcionarios;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras;633;1;850000;3;162;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 1539;1300;2;910000;3;175;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua dos Timbiras 2237;0;0;980000;1;138;Lourdes;Belo Horizonte;-19.9302789;-43.9251047
Rua Araguari 1692;0;2;1157877;3;86;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari;1;2;1169129;3;86;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 1730;1400;2;1200000;3;85;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 0;0;2;1204000;3;86;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 1692;0;2;1560059;2;133;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 1705;0;0;160000;1;31;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 1331;1650;3;1950000;3;135;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 37;399;1;230000;2;65;Barro Preto;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 37;399;1;250000;2;63;Barro Preto;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari;2365;4;2940000;4;270;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 766;0;4;3200000;12;600;Barro Preto;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 1692;0;2;859959;2;67;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 1692;0;2;877158;2;66;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari;0;2;877166;2;66;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari;0;2;894844;2;67;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari 0;0;2;895000;2;67;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari;0;2;947481;2;67;Santo Agostinho;Belo Horizonte;-19.9304083;-43.9514156
Rua Araguari;1;2;9990;12;700;Barro Preto;Belo Horizonte;-19.9304083;-43.9514156
Rua Rodrigues Caldas;0;2;1250000;1;140;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas;1400;2;1360000;4;160;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas 475;1450;2;1370000;4;160;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas 1555;1600;2;1550000;4;170;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas;2175;4;2350000;4;260;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas;0;1;270000;1;46;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas;0;6;2700000;1;268;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Rodrigues Caldas;0;0;400000;1;50;Santo Agostinho;Belo Horizonte;-19.9304751;-43.9564783
Rua Dante;650;2;530000;4;128;Sao Lucas;Belo Horizonte;-19.9305605;-43.9206684
Rua Dante 133;0;2;790000;4;132;Sao Lucas;Belo Horizonte;-19.9305605;-43.9206684
Rua Mariano Procopio 376;0;2;358000;2;55;Joao Pinheiro;Belo Horizonte;-19.9305746;-43.9939538
Rua Mariano Procopio 376;200;1;370000;2;56;Joao Pinheiro;Belo Horizonte;-19.9305746;-43.9939538
Rua Mariano Procopio 376;0;2;398000;2;130;Joao Pinheiro;Belo Horizonte;-19.9305746;-43.9939538
Rua Mariano Procopio;0;2;655259;2;33;Joao Pinheiro;Belo Horizonte;-19.9305746;-43.9939538
Rua Nisio Batista de Oliveira 400;350;1;1300;2;75;Sao Lucas;Belo Horizonte;-19.9305865;-43.9131877
Rua Nisio Batista de Oliveira;420;3;445000;2;95;Sao Lucas;Belo Horizonte;-19.9305865;-43.9131877
Rua Nisio Batista de Oliveira;0;4;860000;4;266;Sao Lucas;Belo Horizonte;-19.9305865;-43.9131877
Rua Zurick 874;448;1;329500;2;51;Nova Suica;Belo Horizonte;-19.9306061;-43.9811662
Rua Zurick 874;448;1;330000;2;51;Nova Suica;Belo Horizonte;-19.9306061;-43.9811662
Rua Zurick;350;2;350000;3;95;Nova Suica;Belo Horizonte;-19.9306061;-43.9811662
Rua Zurick 874;370;1;350000;2;60;Nova Suica;Belo Horizonte;-19.9306061;-43.9811662
Rua Zurick;160;2;450000;3;80;Calafate;Belo Horizonte;-19.9306061;-43.9811662
Rua Contendas;628;2;620000;2;62;Alto Barroca;Belo Horizonte;-19.9306267;-43.9712467
Rua Paulino Marques Gontijo 171;500;1;305000;2;70;Sao Lucas;Belo Horizonte;-19.9306797;-43.9170314
Rua Dias Adorno;1400;3;1550000;4;239;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno;1400;4;1600000;4;139;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno 350;1400;2;1600000;4;140;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno 350;1400;2;1600000;4;250;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno;1768;2;1700000;4;135;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno;1800;3;1880000;4;132;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno 39;1800;3;1880000;4;134;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno;1800;3;1900000;4;132;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Dias Adorno;500;3;980000;3;266;Santo Agostinho;Belo Horizonte;-19.9308006;-43.9507116
Rua Teodomiro Cruz;380;1;270000;3;120;Sao Lucas;Belo Horizonte;-19.9310483;-43.9121749
Rua Teodomiro Cruz 79;300;1;450000;3;190;Sion;Belo Horizonte;-19.9310483;-43.9121749
Rua Teodomiro Cruz;0;2;497686;3;74;Sao Lucas;Belo Horizonte;-19.9310483;-43.9121749
Rua Bernardino de Lima 230;1196;2;1250000;3;88;Gutierrez;Belo Horizonte;-19.9310944;-43.960108
Rua Bernardino de Lima;934;3;1470000;4;156;Gutierrez;Belo Horizonte;-19.9310944;-43.960108
Rua Bernardino de Lima;430;1;510000;3;100;Gutierrez;Belo Horizonte;-19.9310944;-43.960108
Rua Martim de Carvalho 382;850;2;1099000;2;67;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;1350;2;1110000;3;100;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 382;830;2;1136000;2;109;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;833;2;1136000;2;108;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 440;0;3;1137069;3;82;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;0;2;1143500;1;104;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 273;0;2;1143500;1;104;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 440;0;2;1176648;3;83;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;1;2;1201238;2;73;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 240;1000;2;1250000;4;254;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;0;6;13000;8;441;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 440;0;2;1334279;3;90;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 273;0;3;1536000;1;138;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 410;1730;2;1700000;4;200;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;1864;3;1700000;4;200;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 410;1500;2;1780000;4;200;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 440;0;3;2613859;3;173;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 549;2573;3;3200000;4;213;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho;0;1;729200;1;68;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 273;0;1;729200;1;0;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Martim de Carvalho 382;660;2;950000;2;66;Santo Agostinho;Belo Horizonte;-19.9311733;-43.9479411
Rua Goncalves Dias 1846;830;2;1050000;3;100;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;470;2;1100000;4;164;Savassi;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 615;890;2;1100000;3;102;Funcionarios;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 615;930;2;1100000;3;102;Funcionarios;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;0;2;1100000;4;164;Funcionarios;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 707;1000;2;1140000;3;94;Funcionarios;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 707;1000;2;1140000;3;95;Savassi;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;850;2;1150000;3;102;Savassi;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1343;2;1260000;4;152;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1190;2;1300000;4;192;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 2283;900;2;1300000;3;120;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 1914;0;2;1453022;3;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1343;2;1460000;4;152;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1;2;1467552;3;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 750;1200;2;1480000;4;124;Funcionarios;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1;2;1480889;3;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1;2;1494686;3;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1;3;1496903;4;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 1914;0;2;1496903;3;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1150;1;1500000;4;180;Savassi;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1554;2;1500000;4;250;Santo Agostinho;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 2536;1554;2;1500000;4;250;Santo Agostinho;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;2200;2;1500000;4;160;Santo Agostinho;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias 2565;600;2;1500000;3;150;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
Rua Goncalves Dias;1;2;1507748;3;91;Lourdes;Belo Horizonte;-19.9311846;-43.9376407
