Endereco;VlrCond;Garagem;Preco;Quarto;M2;Bairro;Cidade;Latitude;Longitude
Rua Buritizeiro;0;10;11990000;4;4000;Itaipu Barreiro;Belo Horizonte;-17.3731203;-44.975675
Rua Vinicius de Morais;1100;3;680000;4;130;Luxemburgo;Belo Horizonte;-18.2115555;-45.2354149
Rua Porto 935;150;1;190000;2;60;Sao Francisco;Belo Horizonte;-18.5876329;-46.5075405
Rua Adauto Lucio Cardoso;0;4;2100000;4;350;Belvedere;Belo Horizonte;-18.763547;-44.4244838
Rua Adauto Lucio Cardoso 46;0;4;3200000;4;387;Belvedere;Belo Horizonte;-18.763547;-44.4244838
Rua Adauto Lucio Cardoso;0;5;3480000;4;406;Belvedere;Belo Horizonte;-18.763547;-44.4244838
Rua Espirito Santo 1700;0;0;12000000;1;900;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;0;130000;1;53;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;0;160000;1;80;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1850;3;1610000;4;220;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 2155;1000;2;1790000;4;266;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1520;4;1790000;4;160;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1800;2;1790000;4;187;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1868;2150;4;1790000;4;160;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 2561;2111;3;1900000;4;210;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1850;3;1920000;4;162;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1;3;1990000;4;260;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1800;3;2600000;4;325;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1700;4;3000000;4;310;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1852;3;3180000;4;230;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 2258;1700;3;3190000;4;280;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1850;3;3200000;4;230;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 2182;1854;3;3200000;4;230;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;2688;3;3300000;5;296;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 2444;2688;3;3300000;5;300;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;2433;4;3650000;4;398;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 2183;2600;5;3650000;4;431;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;1;400000;1;35;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1025;500;0;420000;3;80;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1111;695;0;420000;3;125;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1171;0;1;453000;2;50;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;1;453500;2;46;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;0;466500;2;45;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1171;0;1;480000;2;45;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;1;501509;2;46;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;2541;4;6500000;4;444;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1240;0;0;800000;1;493;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;600;1;840000;4;150;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1;2;840639;2;60;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1580;0;2;850272;2;67;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1580;0;2;861748;2;60;Centro;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;600;1;890000;4;150;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo 1580;0;2;890000;2;70;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;750;2;896355;2;68;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;0;2;903201;2;67;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Espirito Santo;1;2;950574;2;71;Lourdes;Belo Horizonte;-18.8647762;-41.1217768
Rua Matozinhos;0;4;440000;3;200;Prado;Belo Horizonte;-19.279307;-43.4254219
Rua Quintino Bocaiuva;380;2;380000;3;107;Santa Rosa;Belo Horizonte;-19.4563522;-44.2492629
Rua Quintino Bocaiuva;380;2;430000;3;85;Santa Rosa;Belo Horizonte;-19.4563522;-44.2492629
Rua Franklin Figueiredo;700;2;670000;2;68;Grajau;Belo Horizonte;-19.6253397;-43.2105444
Rua Franklin Figueiredo;700;2;670000;2;67;Grajau;Belo Horizonte;-19.6253397;-43.2105444
Rua Santa Maria Itabira;1000;3;1100000;4;174;Sion;Belo Horizonte;-19.6348873;-43.2169605
Rua Santa Maria Itabira 312;1000;3;1150000;4;126;Sion;Belo Horizonte;-19.6348873;-43.2169605
Rua Santa Maria Itabira;1100;2;1250000;4;299;Sion;Belo Horizonte;-19.6348873;-43.2169605
Rua Santa Maria Itabira 339;1550;3;1550000;4;267;Sion;Belo Horizonte;-19.6348873;-43.2169605
Rua Santa Maria Itabira 200;692;1;450000;1;54;Sion;Belo Horizonte;-19.6348873;-43.2169605
Rua Fernando Franca Campos;1;6;2950000;5;724;Sao Bento;Belo Horizonte;-19.6395182;-43.9076344
Rua Fernando Franca Campos;0;6;2950000;5;724;Sao Bento;Belo Horizonte;-19.6395182;-43.9076344
Rua Fernando Franca Campos 54;0;6;2950000;5;595;Sao Bento;Belo Horizonte;-19.6395182;-43.9076344
Rua Fernando Franca Campos 54;0;5;2950000;5;720;Sao Bento;Belo Horizonte;-19.6395182;-43.9076344
Rua Coqueiro 480;220;8;280000;3;85;Cachoeirinha;Belo Horizonte;-19.7458117;-43.9631177
Rua Xangrila 75;1900;4;3400000;5;620;Pampulha;Belo Horizonte;-19.7532823;-43.9417148
Rua Havana 90;300;1;270000;3;85;Estrela Dalva;Belo Horizonte;-19.7566154;-43.9921667
Rua Santa Clara;0;1;670000;3;200;Sagrada Familia;Belo Horizonte;-19.7876109;-43.9778905
Rua Santa Rosa 50;0;1;300000;3;80;Sao Tomaz;Belo Horizonte;-19.7876321;-43.977021
Rua Rubi 433;500;2;600000;3;105;Prado;Belo Horizonte;-19.7884921;-43.9717152
Rua Rubi 402;550;1;600000;3;110;Prado;Belo Horizonte;-19.7884921;-43.9717152
Rua Edmar Colini Ferreira;0;3;440000;4;600;Maria Helena;Belo Horizonte;-19.790109;-43.9896725
Rua Antonio Teixeira da Paixao 0;0;5;329000;3;70;Mantiqueira;Belo Horizonte;-19.7920748;-43.9814242
Rua Antonio Marcelino de Araujo 0;0;0;165000;1;3000;Mantiqueira;Belo Horizonte;-19.7921836;-43.9868742
Rua Ceuta;0;7;700000;3;222;Canaa;Belo Horizonte;-19.7942371;-43.948405
Rua Antonio de Paiva Meirelles 218;160;1;185000;3;54;Serra Verde;Belo Horizonte;-19.7943056;-43.9566007
Rua Quenia;0;2;420000;3;220;Canaa;Belo Horizonte;-19.794799;-43.9480723
Rua Sudao 140;0;0;280000;1;360;Canaa;Belo Horizonte;-19.7953669;-43.947736
Rua Geraldo Ferreira Teles;0;1;240000;2;107;Mantiqueira;Belo Horizonte;-19.796604;-43.9859
Rua Professora Mirian Silvestre;90;2;185000;2;60;Serra Verde;Belo Horizonte;-19.7967838;-43.9523668
Rua Edith Barbosa Rocha;100;1;290000;3;99;Venda Nova;Belo Horizonte;-19.7977103;-43.9753648
Rua Maria Borboleta 1138;0;1;620000;3;203;Jardim dos Comerciarios;Belo Horizonte;-19.7977477;-43.9764092
Rua Mauritania;50;1;155000;2;53;Canaa;Belo Horizonte;-19.7981824;-43.9460482
Rua Benigno Fagundes da Silva 560;0;0;160000;3;71;Serra Verde;Belo Horizonte;-19.7985927;-43.9537856
Rua Pedro Rocha Possas;10;1;209000;2;57;Mantiqueira;Belo Horizonte;-19.7987873;-43.9855706
Rua Pedro Rocha Possas;0;1;209000;2;57;Mantiqueira;Belo Horizonte;-19.7987873;-43.9855706
Rua Odete Rodrigues de Oliveira;1;1;209000;2;56;Jardim dos Comerciarios;Belo Horizonte;-19.7988557;-43.9730699
Rua Odete Rodrigues de Oliveira;10;1;209000;2;56;Jardim dos Comerciarios;Belo Horizonte;-19.7988557;-43.9730699
Rua Odete Rodrigues de Oliveira;10;1;235000;2;56;Jardim dos Comerciarios;Belo Horizonte;-19.7988557;-43.9730699
Rua Geraldo Pongellupe;10;1;250000;2;50;Novo Leticia;Belo Horizonte;-19.7991288;-43.9767419
Rua Luiz Pongellupe;130;2;340000;3;81;Jardim dos Comerciarios;Belo Horizonte;-19.7992821;-43.9761213
Avenida Leontino Francisco Alves 40;200;1;200000;3;75;Serra Verde;Belo Horizonte;-19.7992949;-43.9556231
Rua Bristol;0;1;239000;2;86;Europa;Belo Horizonte;-19.7993439;-43.9703247
Rua Aristoteles Brandao;0;2;550000;4;131;Mantiqueira;Belo Horizonte;-19.8006552;-43.9844247
Rua Jose Felix Martins;10;1;199000;2;50;Mantiqueira;Belo Horizonte;-19.800743;-43.9838486
Rua Noe Marques de Oliveira;100;1;160000;2;63;Jaqueline;Belo Horizonte;-19.8007451;-43.944172
Rua Cricare;200;1;230000;2;47;Maria Helena;Belo Horizonte;-19.8010802;-43.9985383
Rua Cricare;0;1;290000;3;88;Maria Helena;Belo Horizonte;-19.8010802;-43.9985383
Rua Jose Ferreira Lopes;0;2;650000;3;264;Venda Nova;Belo Horizonte;-19.8012605;-43.9936954
Rua Albania 0;0;0;130000;1;270;Europa;Belo Horizonte;-19.8017402;-43.9656919
Rua Albania 0;0;2;299000;3;50;Jardim Europa venda Nova;Belo Horizonte;-19.8017402;-43.9656919
Rua Tenente Marino Freire 135;110;2;380000;3;140;Maria Helena;Belo Horizonte;-19.8018933;-43.993773
Rua Esmeralda;550;3;1200000;3;166;Prado;Belo Horizonte;-19.8018954;-43.922248
Rua Esmeralda;0;1;850000;4;310;Prado;Belo Horizonte;-19.8018954;-43.922248
Rua Esmeralda;600;2;980000;4;144;Prado;Belo Horizonte;-19.8018954;-43.922248
Rua Itapoa;0;0;3600000;1;2400;Guarani;Belo Horizonte;-19.8025366;-44.251495
Rua Itapoa;0;1;440000;3;120;Pindorama;Belo Horizonte;-19.8025366;-44.251495
Rua Alberto Ambrosio dos Santos 133;0;0;560000;1;436;Mantiqueira;Belo Horizonte;-19.8029566;-43.9777127
Rua Dona Geni 0;0;2;155000;2;50;Maria Helena;Belo Horizonte;-19.8030255;-43.9968062
Rua Manoel Francisco da Silva;10;1;303000;2;58;Jaqueline;Belo Horizonte;-19.8041346;-43.9450698
Rua Manoel Francisco da Silva;0;8;360000;2;321;Jaqueline;Belo Horizonte;-19.8041346;-43.9450698
Rua Lindaura Magalhaes Alkimin;0;2;350000;2;82;Jaqueline;Belo Horizonte;-19.8042061;-43.941762
Rua Alberto de Freitas Ramos;0;1;219500;2;50;Leticia;Belo Horizonte;-19.8044212;-43.9833527
Rua Alberto de Freitas Ramos;10;2;398000;3;60;Leticia;Belo Horizonte;-19.8044212;-43.9833527
Rua Romeu Amaral;0;2;420000;3;200;Venda Nova;Belo Horizonte;-19.8044212;-43.9833527
Rua Maria de Lourdes Faria 10;10;2;380000;3;126;Leticia;Belo Horizonte;-19.8050214;-43.975971
Rua Jose Flora;0;1;215000;2;44;Leticia;Belo Horizonte;-19.8050275;-43.9780306
Rua Joao Gusman 203;0;1;160000;2;55;Jaqueline;Belo Horizonte;-19.8051279;-43.9346897
Rua Arpoador;10;1;248000;2;60;Jardim Leblon;Belo Horizonte;-19.8058658;-43.9939681
Rua Pinhal;40;1;220000;2;72;Piratininga Venda Nova;Belo Horizonte;-19.8059956;-43.9857692
Rua Pinhal;0;1;230000;2;68;Piratininga Venda Nova;Belo Horizonte;-19.8059956;-43.9857692
Rua Ema Stersa 0;0;0;700000;1;600;Leticia;Belo Horizonte;-19.806049;-43.9738046
Rua Doutor Pedro Ruela 77;0;2;380000;3;100;Leticia;Belo Horizonte;-19.8060919;-43.9767256
Rua Manoel Cunha;0;1;320000;2;120;Minascaixa;Belo Horizonte;-19.8067309;-43.955092
Rua Joaquim Meirelles;0;1;280000;3;165;Cenaculo;Belo Horizonte;-19.8069167;-43.9638859
Rua Marcelino Pereira de Souza;0;2;450000;3;155;Leticia;Belo Horizonte;-19.8069561;-43.9768854
Rua Salvia;0;1;190000;2;60;Juliana;Belo Horizonte;-19.807475;-43.939329
Rua Sorocaba;120;1;240000;2;73;Piratininga Venda Nova;Belo Horizonte;-19.8075538;-43.985218
Rua Altinopolis;10;1;189000;2;45;Piratininga Venda Nova;Belo Horizonte;-19.8079631;-43.9905913
Rua Altinopolis;10;1;199000;2;45;Piratininga Venda Nova;Belo Horizonte;-19.8079631;-43.9905913
Rua Altinopolis 367;0;0;280000;1;0;Piratininga Venda Nova;Belo Horizonte;-19.8079631;-43.9905913
Rua Altinopolis;0;1;309000;2;32;Piratininga Venda Nova;Belo Horizonte;-19.8079631;-43.9905913
Rua Jose Luiz Azevedo;200;1;135000;2;48;Jaqueline;Belo Horizonte;-19.8081001;-43.9360889
Rua Mogi das Cruzes;125;1;150000;2;53;Piratininga Venda Nova;Belo Horizonte;-19.8081995;-43.9890825
Rua Armando Greco 333;172;1;175000;2;49;Frei Leopoldo;Belo Horizonte;-19.8085515;-43.9357313
Rua Armando Greco;200;1;179000;3;62;Frei Leopoldo;Belo Horizonte;-19.8085515;-43.9357313
Rua Margarida Maria Damasceno;0;2;420000;3;240;Minascaixa;Belo Horizonte;-19.8087385;-43.953141
Rua Lucelia;1;1;190000;2;65;Piratininga Venda Nova;Belo Horizonte;-19.8087894;-43.9894267
Rua Lucelia;1;1;250000;2;95;Piratininga Venda Nova;Belo Horizonte;-19.8087894;-43.9894267
Rua Jovina Gomes de Souza 948;0;0;101557;2;68;Leticia;Belo Horizonte;-19.8088564;-43.9777737
Rua Jovina Gomes de Souza;0;0;145000;2;70;Leticia;Belo Horizonte;-19.8088564;-43.9777737
Rua Geralda Rodrigues da Costa 55;350;1;250000;3;57;Cenaculo;Belo Horizonte;-19.8093028;-43.9654169
Rua Cissus 148;0;1;4200000;13;2250;Juliana;Belo Horizonte;-19.809608;-43.9442964
Rua Farmaceutico Raul Machado;176;1;159900;2;57;Candelaria;Belo Horizonte;-19.8096401;-43.9688228
Rua Gipsita;0;0;530000;1;400;Candelaria;Belo Horizonte;-19.8098463;-43.9755178
Rua Jose do Carmo Oliveira 10;140;1;160000;2;50;Parque Sao Pedro Venda Nova;Belo Horizonte;-19.8100978;-43.9548576
Rua Apatita;0;4;4600000;1;430;Candelaria;Belo Horizonte;-19.8102701;-43.9705975
Rua Antonio Marcos da Cruz;0;1;225000;2;48;Leticia;Belo Horizonte;-19.8104993;-43.9813661
Rua Antonio Marcos da Cruz;10;1;290000;2;55;Leticia;Belo Horizonte;-19.8104993;-43.9813661
Rua Pedra da Mata;100;1;180000;2;48;Piratininga Venda Nova;Belo Horizonte;-19.8109946;-43.986442
Rua Pedra da Lua;10;1;275000;2;46;Candelaria;Belo Horizonte;-19.8112521;-43.9713879
Rua Pedra da Lua;10;1;278000;2;46;Candelaria;Belo Horizonte;-19.8112521;-43.9713879
Rua Pedra da Lua;10;1;381000;3;68;Candelaria;Belo Horizonte;-19.8112521;-43.9713879
Rua Pedra da Lua;10;2;381000;3;68;Candelaria;Belo Horizonte;-19.8112521;-43.9713879
Rua Maria Helena;10;2;598594;3;72;Candelaria;Belo Horizonte;-19.8113102;-43.968577
Rua Maria Helena;10;3;598594;3;72;Candelaria;Belo Horizonte;-19.8113102;-43.968577
Rua Maria Helena;10;2;647505;3;72;Candelaria;Belo Horizonte;-19.8113102;-43.968577
Rua Rosa de Pedra 26;0;2;400000;3;100;Etelvina Carneiro;Belo Horizonte;-19.8115016;-43.9362966
Rua Tenente Ricardo Guimaraes;0;1;185000;3;74;Venda Nova;Belo Horizonte;-19.8117188;-43.9797296
Rua Pedra do Rio;0;2;320000;3;97;Piratininga Venda Nova;Belo Horizonte;-19.8118336;-43.9873492
Rua Pedra do Rio;0;1;320000;3;73;Piratininga Venda Nova;Belo Horizonte;-19.8118336;-43.9873492
Rua Pedra do Rio;0;2;320000;3;93;Rio Branco;Belo Horizonte;-19.8118336;-43.9873492
Rua Anita Garibaldi;800;2;685000;4;173;Coracao de Jesus;Belo Horizonte;-19.8121092;-43.9662286
Rua Pedra Lunar;10;1;350000;3;70;Piratininga Venda Nova;Belo Horizonte;-19.8121976;-43.9824998
Rua Ubirajara Campos;1;1;350000;3;62;Candelaria;Belo Horizonte;-19.8122032;-43.9763183
Rua Ubirajara Campos;1;2;550000;3;51;Candelaria;Belo Horizonte;-19.8122032;-43.9763183
Rua Ubirajara Campos;1;2;570000;3;68;Candelaria;Belo Horizonte;-19.8122032;-43.9763183
Rua Pedra do Mar;100;1;169000;2;45;Rio Branco;Belo Horizonte;-19.8128792;-43.9825415
Rua Pedra do Mar;100;1;220000;2;65;Rio Branco;Belo Horizonte;-19.8128792;-43.9825415
Rua Marte 100;0;4;2368000;4;257;Santa Lucia;Belo Horizonte;-19.8129159;-43.9465285
Rua Marte 3;0;4;2600000;5;550;Santa Lucia;Belo Horizonte;-19.8129159;-43.9465285
Rua Padre Marzano;0;2;750000;3;207;Venda Nova;Belo Horizonte;-19.8134361;-43.9586759
Rua Pedra Coral;1;1;258000;2;56;Piratininga Venda Nova;Belo Horizonte;-19.8136274;-43.9843688
Rua Pedra Coral;0;1;258000;2;65;Rio Branco;Belo Horizonte;-19.8136274;-43.9843688
Rua Julio Pires Malta;10;1;299000;3;70;Rio Branco;Belo Horizonte;-19.8138166;-43.9784743
Rua Julio Pires Malta;10;2;395000;3;70;Rio Branco;Belo Horizonte;-19.8138166;-43.9784743
Rua Joaquim Goncalves da Silva 10;230;1;130000;2;59;Rio Branco;Belo Horizonte;-19.8140741;-43.9778192
Rua Joaquim Goncalves da Silva;224;1;170000;2;59;Rio Branco;Belo Horizonte;-19.8140741;-43.9778192
Rua Rosa Zandona 194;0;1;260000;2;61;Venda Nova;Belo Horizonte;-19.8141271;-43.9642957
Rua Aurea;0;1;200000;2;55;Piratininga Venda Nova;Belo Horizonte;-19.8141893;-43.9917331
Rua Erva Mate;185;1;140000;2;47;Piratininga Venda Nova;Belo Horizonte;-19.8142173;-43.993901
Rua Erva Mate;155;1;150000;2;48;Piratininga Venda Nova;Belo Horizonte;-19.8142173;-43.993901
Rua Erva Mate;210;1;155000;2;48;Piratininga Venda Nova;Belo Horizonte;-19.8142173;-43.993901
Rua Zelia;200;0;140000;2;48;Piratininga Venda Nova;Belo Horizonte;-19.8143231;-43.9924323
Rua Zelia;170;1;150000;2;50;Piratininga Venda Nova;Belo Horizonte;-19.8143231;-43.9924323
Rua Carmem;1;1;329000;2;90;Rio Branco;Belo Horizonte;-19.8143706;-43.9859594
Rua Cascalheira 00;0;0;135000;1;28;Venda Nova;Belo Horizonte;-19.8144051;-43.9556783
Rua Buritis;80;1;255000;2;92;Candelaria;Belo Horizonte;-19.8146823;-43.9671995
Rua Feliciano Ribeiro;10;2;450000;3;85;Rio Branco;Belo Horizonte;-19.8146891;-43.9780826
Rua Feliciano Ribeiro;0;2;450000;3;85;Rio Branco;Belo Horizonte;-19.8146891;-43.9780826
Rua Feliciano Ribeiro;0;2;450000;3;70;Visconde do Rio Branco;Belo Horizonte;-19.8146891;-43.9780826
Rua Tamarix;0;1;299000;2;110;Juliana;Belo Horizonte;-19.81556;-43.9431205
Rua Jaime Petit da Silva;150;1;230000;3;65;Rio Branco;Belo Horizonte;-19.815769;-43.9855711
Avenida Bernarda Silvestre;0;1;359000;3;72;Rio Branco;Belo Horizonte;-19.8158239;-43.9828353
Rua Goncalves;0;2;650000;3;119;Candelaria;Belo Horizonte;-19.81592;-43.9658757
Avenida Dom Pedro I 2895;0;0;1100000;1;472;Sao Joao Batista;Belo Horizonte;-19.8160939;-43.9483514
Rua Norma;10;1;190000;2;49;Piratininga Venda Nova;Belo Horizonte;-19.8164359;-43.9919169
Rua Norma;0;1;205000;2;50;Piratininga Venda Nova;Belo Horizonte;-19.8164359;-43.9919169
Rua Coronel Joaquim dos Santos;0;0;320000;1;525;Ceu Azul;Belo Horizonte;-19.8165592;-43.997886
Rua Candido de Figueiredo;100;2;430000;3;60;Santa Monica;Belo Horizonte;-19.8168567;-43.9740286
Rua Sarah Carvalho Machado;120;1;350000;3;102;Ceu Azul;Belo Horizonte;-19.8173373;-43.9998312
Rua Ministro Oliveira Salazar;180;0;130000;2;55;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;200;1;179000;2;52;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;10;2;315000;3;70;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;200;2;315000;3;360;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;0;2;315000;3;75;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;10;2;475000;3;79;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;10;2;475000;4;40;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Ministro Oliveira Salazar;10;3;490000;4;40;Santa Monica;Belo Horizonte;-19.8175291;-43.9740618
Rua Joao Calvino 150;0;3;800000;3;215;Sao Joao Batista;Belo Horizonte;-19.8179098;-43.9705903
Rua Joao Calvino 76;0;10;850000;5;1000;Pampulha;Belo Horizonte;-19.8179098;-43.9705903
Rua da Sucupira 144;170;1;160000;2;46;Juliana;Belo Horizonte;-19.8179323;-43.9453836
Rua Radialista Isnard Simone;0;1;350000;3;70;Ceu Azul;Belo Horizonte;-19.8181532;-43.9962027
Rua Augusto dos Anjos;165;1;180000;2;59;Santa Monica;Belo Horizonte;-19.8183028;-43.9856159
Rua Padre Pedro Pinto 2981;210;0;700;2;50;Venda Nova;Belo Horizonte;-19.8183501;-43.9536703
Rua Luzia Cirila Rodrigues 99;0;2;395000;2;120;Sao Joao Batista;Belo Horizonte;-19.8184646;-43.9709258
Rua Newton da Costa Silveira 364;0;6;1000000;4;605;Rio Branco;Belo Horizonte;-19.8185108;-43.980405
Rua Newton da Costa Silveira;0;6;1200000;4;353;Rio Branco;Belo Horizonte;-19.8185108;-43.980405
Rua Newton da Costa Silveira;1;1;269000;3;61;Rio Branco;Belo Horizonte;-19.8185108;-43.980405
Rua Newton da Costa Silveira;150;2;298000;3;78;Rio Branco;Belo Horizonte;-19.8185108;-43.980405
Rua Newton da Costa Silveira;90;2;298000;3;92;Rio Branco;Belo Horizonte;-19.8185108;-43.980405
Rua Alva 200;0;1;177990;2;41;Xodo Marize;Belo Horizonte;-19.8185453;-43.9389788
Rua Pinheirinhos;100;1;189000;2;45;Jardim Leblon;Belo Horizonte;-19.8188241;-43.9906199
Rua Pinheirinhos;0;2;580000;3;360;Jardim Leblon;Belo Horizonte;-19.8188241;-43.9906199
Praca Sao Jose;343;1;205000;2;49;Parque Sao Jose;Belo Horizonte;-19.8188696;-43.99730106519819
Praca Sao Jose 98;380;1;340000;2;74;Parque Sao Jose;Belo Horizonte;-19.8188696;-43.99730106519819
Rua Jose Vieira Brandao;0;2;580000;3;360;Sao Joao Batista;Belo Horizonte;-19.8190247;-43.9712639
Rua das Criancas;10;2;320000;2;62;Ceu Azul;Belo Horizonte;-19.8190415;-43.9973457
Avenida Vilarinho;0;1;209000;2;46;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Avenida Vilarinho 1731;355;1;250000;3;1000;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Avenida Vilarinho 2900;0;1;250000;3;57;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Avenida Vilarinho;0;1;265000;3;75;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Avenida Vilarinho;298;1;300000;3;78;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Avenida Vilarinho;502;1;320000;3;144;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Avenida Vilarinho;0;4;430000;3;180;Venda Nova;Belo Horizonte;-19.8196297;-43.9521259
Rua Joao Gualberto de Abreu;100;1;420000;3;127;Sao Joao Batista;Belo Horizonte;-19.8196551;-43.9609493
Rua Bernardino Oliveira Pena;10;2;289000;2;46;Sao Joao Batista;Belo Horizonte;-19.8200597;-43.9669037
Rua Bernardino Oliveira Pena;0;2;289000;2;65;Sao Joao Batista;Belo Horizonte;-19.8200597;-43.9669037
Rua Marlene Mendes Pereira;150;1;148000;2;50;Ceu Azul;Belo Horizonte;-19.8201357;-44.042123
Rua Marlene Mendes Pereira;140;0;160000;2;46;Ceu Azul;Belo Horizonte;-19.8201357;-44.042123
Rua Joao Mauro;0;2;480000;3;180;Sinimbu;Belo Horizonte;-19.8204335;-43.9816987
Rua Joao Mauro;0;4;880000;3;360;Sinimbu;Belo Horizonte;-19.8204335;-43.9816987
Rua Adilson Paulo de Souza;10;1;219000;2;45;Sao Joao Batista;Belo Horizonte;-19.8206067;-43.9694407
Rua Frei Mateus Rocha;0;2;530000;5;263;Rio Branco;Belo Horizonte;-19.8206297;-43.9885156
Rua Vera Lucia;0;2;300000;3;65;Sinimbu;Belo Horizonte;-19.8206363;-43.981041
Rua Vera Lucia;10;1;329000;3;74;Sinimbu;Belo Horizonte;-19.8206363;-43.981041
Rua Vera Lucia;0;0;550000;1;360;Rio Branco;Belo Horizonte;-19.8206363;-43.981041
Rua Helio Pellegrino;10;1;218000;2;60;Sao Joao Batista;Belo Horizonte;-19.8206922;-43.9594654
Rua Radialista Decio Silveira;1;2;310000;3;60;Ceu Azul;Belo Horizonte;-19.8211007;-43.9977048
Rua Joaquim Campolina Diniz;0;3;695000;4;124;Jardim Leblon;Belo Horizonte;-19.821138;-43.9873304
Rua Coronel Joao Camara;0;2;670000;3;110;Sinimbu;Belo Horizonte;-19.8212326;-43.9790946
Rua Emanuel Marzano Matias;10;1;159000;2;50;Sao Joao Batista;Belo Horizonte;-19.8215269;-43.9588624
Rua Emanuel Marzano Matias;300;1;225000;3;65;Venda Nova;Belo Horizonte;-19.8215269;-43.9588624
Rua Emanuel Marzano Matias;240;1;234000;3;76;Sao Joao Batista;Belo Horizonte;-19.8215269;-43.9588624
Rua Sao Goncalo do Para;10;1;200000;2;43;Jardim Leblon;Belo Horizonte;-19.822147;-43.9909337
Rua Belarmino Giarola;10;3;900000;3;296;Ceu Azul;Belo Horizonte;-19.8225016;-43.9960079
Rua Joao Maximiniano 1;150;2;390000;2;70;Santa Monica;Belo Horizonte;-19.8225499;-43.9779998
Rua Mario Pederneiras;0;4;400000;3;158;Santa Monica;Belo Horizonte;-19.8228839;-43.9763656
