Price;Condo;Size;Rooms;Toilets;Suites;Parking;Elevator;Furnished;Swimming Pool;New;District;Negotiation Type;Property Type;Latitude;Longitude
320000;485;74;2;2;1;1;1;0;1;0;Pedreira/São Paulo;sale;apartment;-23.690.841;-46.673.969
225000;260;50;2;2;1;1;0;0;0;0;Pedreira/São Paulo;sale;apartment;-23.687.159;-46.668.062
265000;350;70;2;2;1;1;1;0;1;0;Pedreira/São Paulo;sale;apartment;-23.691.096;-46.675.693
295000;390;65;2;2;1;1;1;0;0;0;Pedreira/São Paulo;sale;apartment;-23.693.705;-46.669.103
466000;750;73;2;2;1;1;1;0;1;0;Pedreira/São Paulo;sale;apartment;-2.368.727;-46.688.981
350000;530;58;2;2;1;1;1;1;1;0;Pedreira/São Paulo;sale;apartment;-23.697.822;-4.667.376
278000;320;60;2;2;1;1;0;0;0;0;Pedreira/São Paulo;sale;apartment;-23.693.324;-46.674.873
265000;570;49;2;2;1;1;0;0;0;0;Pedreira/São Paulo;sale;apartment;-2.368.849;-46.671.846
280000;220;50;2;2;1;1;0;0;1;0;Pedreira/São Paulo;sale;apartment;-2.369.109;-46.674.328
280000;315;52;2;2;1;1;0;0;0;0;Pedreira/São Paulo;sale;apartment;-23.690.841;-46.673.969
180000;428;35;1;2;1;1;1;1;0;0;Sacomã/São Paulo;sale;apartment;-23.614.995;-46.596.954
351000;0;61;2;2;1;1;0;0;0;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
326134;420;61;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
361150;362;64;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-2.361.389;-46.597.086
313296;320;61;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.998;-46.597.485
362000;320;64;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-2.361.397;-46.600.859
326000;369;61;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.614.073;-4.659.799
313296;300;61;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
430000;434;60;2;2;1;1;0;0;1;0;Sacomã/São Paulo;sale;apartment;-23.617.961;-46.596.837
418000;0;67;2;2;1;1;1;1;1;0;Sacomã/São Paulo;sale;apartment;-2.361.946;-46.595.556
367500;380;62;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.614.067;-46.597.784
180000;300;38;1;2;1;1;0;0;0;0;Sacomã/São Paulo;sale;apartment;-23.612.915;-46.597.279
188000;0;40;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.647.607;-46.598.135
399900;0;44;2;2;1;1;1;1;1;0;Sacomã/São Paulo;sale;apartment;-23.613.289;-46.598.629
152000;150;32;2;2;1;1;1;0;0;1;Sacomã/São Paulo;sale;apartment;-23.634.324;-46.594.023
219000;290;49;2;2;1;1;1;0;0;0;Sacomã/São Paulo;sale;apartment;-23.644.377;-4.660.558
585000;923;100;3;3;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.499;-46.602.964
361150;0;64;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
458545;0;74;3;2;1;2;1;0;1;0;Sacomã/São Paulo;sale;apartment;-2.361.397;-46.600.859
290000;502;48;2;2;1;1;1;0;0;0;Sacomã/São Paulo;sale;apartment;-23.614.795;-46.596.073
326000;0;61;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
361114;0;64;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.998;-46.597.485
458545;590;74;3;2;1;2;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
249000;517;54;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.622.375;-46.599.437
850000;0;84;3;2;1;2;0;0;1;0;Sacomã/São Paulo;sale;apartment;-23.618.728;-46.606.512
415000;450;65;2;2;1;1;1;1;1;0;Sacomã/São Paulo;sale;apartment;-23.614.862;-46.599.251
313296;300;61;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.613.999;-46.597.485
242629;0;60;2;2;1;1;1;0;1;0;Sacomã/São Paulo;sale;apartment;-23.617.961;-46.596.837
380000;380;71;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.646.779;-46.712.932
795000;810;69;2;2;1;1;0;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.633.192;-46.691.038
720000;600;83;3;2;1;2;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.568;-4.672.136
338000;0;53;2;2;1;1;1;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.661.205;-46.706.439
395000;727;72;3;2;1;2;1;0;0;0;Santo Amaro/São Paulo;sale;apartment;-23.648.698;-46.717.306
570000;620;82;3;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.654.749;-46.713.364
380000;0;71;3;2;1;1;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.646.626;-46.712.885
674000;0;92;3;2;1;2;0;0;0;0;Santo Amaro/São Paulo;sale;apartment;-23.649.146;-46.722.072
541000;0;67;2;2;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.468;-46.721.334
335000;500;53;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.646.555;-46.712.269
199000;0;43;2;2;1;1;1;0;0;1;Santo Amaro/São Paulo;sale;apartment;-23.649.604;-46.712.555
624900;776;92;3;3;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.648.578;-46.722.382
618657;600;83;3;2;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.468;-46.721.334
630000;560;92;3;3;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.648.721;-46.720.862
1850000;1300;189;4;3;2;3;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.626.415;-46.696.833
1242198;950;113;3;3;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.631.833;-46.694.802
1080000;1000;124;3;4;1;2;0;0;0;0;Santo Amaro/São Paulo;sale;apartment;-23.649.047;-4.670.614
400000;0;71;3;2;1;1;1;0;1;1;Santo Amaro/São Paulo;sale;apartment;-23.646.178;-46.705.677
570000;767;100;2;2;1;1;1;1;0;0;Santo Amaro/São Paulo;sale;apartment;-23.638.282;-46.695.829
380000;490;71;3;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.646.626;-46.712.885
1200000;1200;160;3;5;3;2;0;1;1;0;Santo Amaro/São Paulo;sale;apartment;-2.365.287;-46.718.665
2600000;1700;250;4;6;4;4;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.625.495;-46.696.665
1950000;0;237;4;4;3;3;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.626.415;-46.696.833
1250000;1077;117;3;3;1;2;0;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.627.026;-46.695.937
881000;800;74;1;2;1;1;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.633.192;-46.691.038
705000;740;65;2;2;1;1;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-2.362.616;-46.693.925
380000;497;71;3;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.646.626;-46.712.887
1869000;0;181;3;5;3;3;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.626.701;-46.693.918
619990;0;83;3;2;1;1;1;0;0;0;Santo Amaro/São Paulo;sale;apartment;-23.660.765;-46.706.892
199000;0;43;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.650.119;-46.712.551
1878980;0;181;4;5;3;3;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.627.443;-46.693.631
1257575;0;113;2;3;1;2;0;0;0;0;Santo Amaro/São Paulo;sale;apartment;-23.631.833;-46.694.802
970000;990;130;3;5;3;2;1;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.651.441;-46.719.408
673000;556;92;3;3;1;2;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.649.146;-46.722.072
729000;750;83;3;2;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.998;-46.721.021
1680000;2600;208;4;6;4;4;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.634.527;-46.692.136
490000;430;65;2;2;1;1;1;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.660.765;-46.706.892
680000;1100;87;3;3;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.657.213;-46.699.025
950000;1375;130;3;5;3;2;1;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.651.386;-46.718.696
199000;1;45;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-2.365.154;-46.712.792
240000;301;43;2;2;1;1;1;0;0;0;Santo Amaro/São Paulo;sale;apartment;-2.364.753;-46.712.757
389900;0;35;1;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.619.966;-46.677.315
337310;0;54;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-2.366.119;-46.706.288
334000;0;53;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-2.366.119;-46.706.288
2449400;0;250;4;5;4;4;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.626.415;-46.696.833
699000;0;83;3;2;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.568;-4.672.136
1849430;1800;189;4;5;4;4;1;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.626.839;-46.696.166
1190000;1495;177;3;3;1;2;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-236.558;-46.689.602
673000;615;92;3;3;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.651.603;-4.672.066
729315;0;83;3;2;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.468;-46.721.334
515000;480;105;2;2;1;1;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.648.721;-46.720.862
720000;985;100;3;3;1;2;1;1;1;0;Santo Amaro/São Paulo;sale;apartment;-23.651.966;-46.718.124
592077;0;68;2;2;1;2;0;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.644.468;-46.721.334
790000;750;100;3;3;1;2;1;0;1;0;Santo Amaro/São Paulo;sale;apartment;-23.651.386;-46.718.696
613000;460;61;2;2;1;2;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.626.499;-4.663.357
410000;1635;70;2;3;1;2;0;0;1;0;Saúde/São Paulo;sale;apartment;-23.625.857;-46.621.549
501400;0;51;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.619.946;-4.663.848
574000;666;61;2;2;1;2;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.626.499;-4.663.357
595000;0;76;3;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.610.994;-46.632.049
605996;0;64;2;2;1;1;1;0;0;0;Saúde/São Paulo;sale;apartment;-23.620.654;-46.641.522
430000;770;70;2;2;1;2;1;1;1;0;Saúde/São Paulo;sale;apartment;-2.361.964;-46.607.232
579001;600;65;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-2.361.557;-4.663.537
615000;973;72;2;2;1;2;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.621.382;-46.632.391
459000;0;70;2;2;1;1;1;1;1;0;Saúde/São Paulo;sale;apartment;-23.637.726;-46.627.472
610000;950;65;2;2;1;2;1;1;1;0;Saúde/São Paulo;sale;apartment;-23.614.917;-46.635.069
720000;830;89;3;2;1;2;0;0;1;0;Saúde/São Paulo;sale;apartment;-2.360.965;-46.613.804
599000;420;65;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.619.295;-46.641.394
815001;700;83;3;3;1;2;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.621.956;-46.634.645
739000;750;72;2;2;1;2;1;0;1;0;Saúde/São Paulo;sale;apartment;-2.362.118;-46.634.316
263000;450;63;2;2;1;1;0;0;0;0;Saúde/São Paulo;sale;apartment;-23.650.478;-46.600.536
398990;390;63;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.619.823;-46.607.539
398850;600;63;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.619.827;-46.607.533
750000;650;64;2;2;1;2;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.621.004;-4.663.227
1060000;850;103;4;4;2;3;1;1;1;0;Saúde/São Paulo;sale;apartment;-23.622.774;-4.663.634
199000;0;41;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.654.221;-46.614.521
620000;750;72;2;2;1;2;0;0;0;0;Saúde/São Paulo;sale;apartment;-23.621.382;-46.632.391
659070;480;58;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.616.941;-46.639.799
549000;475;60;2;2;1;1;0;0;1;0;Saúde/São Paulo;sale;apartment;-23.615.551;-46.631.937
690000;800;80;3;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-23.615.551;-46.631.937
540000;850;84;3;3;1;2;1;1;1;0;Saúde/São Paulo;sale;apartment;-2.362.424;-46.604.597
360000;600;55;2;2;1;1;0;0;0;0;Saúde/São Paulo;sale;apartment;-23.621.139;-4.664.171
475000;914;50;2;2;1;1;1;0;1;0;Saúde/São Paulo;sale;apartment;-2.361.473;-46.634.882
399000;499;63;2;2;3;1;0;0;1;0;Saúde/São Paulo;sale;apartment;-23.619.827;-46.607.533
680000;550;70;2;2;1;2;0;0;1;0;Saúde/São Paulo;sale;apartment;-23.627.066;-46.635.375
450000;680;73;3;2;1;1;1;0;0;0;Socorro/São Paulo;sale;apartment;-23.689.616;-46.698.819
285000;430;48;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
320000;380;51;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.673.575;-46.714.152
320000;560;55;2;2;1;1;1;1;1;0;Socorro/São Paulo;sale;apartment;-23.687.745;-46.704.365
350000;420;50;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.674.536;-46.715.107
320000;560;55;2;2;1;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.687.774;-4.670.453
330000;420;50;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.674.536;-46.715.107
320000;420;50;2;2;1;1;1;0;0;0;Socorro/São Paulo;sale;apartment;-23.672.428;-46.713.773
540000;420;67;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.673.367;-46.714.356
287000;390;55;2;2;1;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
465000;420;67;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.673.367;-46.714.356
320000;300;55;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
530000;0;66;2;2;1;1;1;1;1;0;Socorro/São Paulo;sale;apartment;-23.672.974;-46.715.288
250000;400;56;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.912;-46.703.922
330000;330;63;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.669.143;-46.722.027
955000;429;210;3;4;2;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.687.424;-46.703.189
349800;600;75;3;4;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.717;-46.699.765
251200;0;65;3;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.666.502;-46.720.872
730000;1000;110;4;2;1;2;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.687.422;-46.703.185
300000;400;65;2;2;1;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.912;-46.703.922
250000;350;50;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
320000;450;48;2;2;1;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
318000;483;47;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
320000;530;56;2;2;1;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.687.424;-46.703.189
137481;0;51;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.754.537;-4.668.528
98815;0;51;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.753.598;-46.685.704
320000;550;48;2;2;1;1;0;0;1;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
395000;380;65;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-2.364.672;-46.720.932
462000;0;67;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.670.021;-46.714.717
474000;0;67;2;2;1;1;1;0;1;0;Socorro/São Paulo;sale;apartment;-23.670.021;-46.714.717
258000;0;50;2;2;1;1;0;0;0;0;Socorro/São Paulo;sale;apartment;-23.690.658;-46.703.846
399900;0;77;3;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.577;-46.743.046
700000;995;102;3;3;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.623.936;-467.346
354000;0;59;2;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-2.363.132;-46.740.042
237100;472;47;2;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.626.793;-46.746.297
545000;528;83;2;2;1;2;0;1;1;0;Vila Andrade/São Paulo;sale;apartment;-23.628.272;-46.739.665
349900;435;58;2;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.627.377;-46.743.767
397000;582;69;2;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.626.583;-46.742.247
1800000;4950;280;4;6;4;4;1;1;1;0;Vila Andrade/São Paulo;sale;apartment;-23.633.306;-46.731.827
740000;700;95;2;3;2;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.639.852;-46.736.384
238000;435;38;1;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.627.376;-46.743.768
200000;0;42;2;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.620.472;-46.747.918
260000;407;47;2;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.627.557;-46.747.131
302000;711;66;3;2;1;2;1;0;1;1;Vila Andrade/São Paulo;sale;apartment;-23.626.793;-46.746.297
302000;713;66;3;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.626.793;-46.746.297
890000;1297;124;3;4;3;3;1;1;1;0;Vila Andrade/São Paulo;sale;apartment;-23.634.461;-46.730.311
583800;588;84;3;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.641.371;-467.358
259900;400;47;2;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.633.178;-46.735.259
530900;800;92;3;2;1;3;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.630.274;-46.731.209
680000;944;108;3;2;1;2;0;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.992;-46.732.579
930000;1400;138;3;4;3;2;1;1;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.138;-46.739.344
308000;608;66;3;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.389;-46.739.466
430000;450;62;2;2;1;2;0;1;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.662;-46.742.723
475000;700;72;2;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.626.396;-46.742.712
609000;650;96;3;3;1;2;0;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.662;-4.674.272
415000;800;66;2;3;2;1;0;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.629.496;-4.674.008
302000;736;66;3;2;1;2;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.626.793;-46.746.297
399900;0;67;2;2;1;5;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.630.756;-46.739.923
370000;750;70;3;2;1;2;0;1;1;0;Vila Andrade/São Paulo;sale;apartment;-23.639.071;-46.735.079
394000;0;67;2;2;1;1;1;0;1;0;Vila Andrade/São Paulo;sale;apartment;-23.641.371;-46.735.802
777000;1200;105;3;2;1;1;1;0;0;0;Vila Mariana/São Paulo;sale;apartment;-23.582.119;-46.640.767
3517000;2700;294;4;6;4;4;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.594.328;-46.627.333
470000;897;60;2;2;1;1;1;0;0;0;Vila Mariana/São Paulo;sale;apartment;-235.832;-46.647.817
930000;1200;99;4;2;1;2;0;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.593.823;-4.662.706
695000;923;101;3;3;1;1;0;0;0;0;Vila Mariana/São Paulo;sale;apartment;-23.579.084;-46.636.672
281000;0;32;1;2;1;1;1;0;1;1;Vila Mariana/São Paulo;sale;apartment;-23.581.888;-46.634.479
577000;400;50;1;2;1;1;1;1;1;0;Vila Mariana/São Paulo;sale;apartment;-23.586.089;-46.640.993
4182000;3500;267;4;5;4;4;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.586.491;-46.645.731
2199000;2882;200;4;4;3;3;1;1;1;0;Vila Mariana/São Paulo;sale;apartment;-2.357.821;-46.638.708
1800000;1700;160;3;3;1;2;1;1;1;0;Vila Mariana/São Paulo;sale;apartment;-23.586.163;-46.641.468
750000;1200;105;3;3;1;1;1;0;0;0;Vila Mariana/São Paulo;sale;apartment;-23.582.119;-46.640.767
820000;500;70;2;2;1;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.598.864;-46.630.604
850000;850;85;1;2;1;2;0;1;1;0;Vila Mariana/São Paulo;sale;apartment;-23.605.099;-46.633.507
1800000;1440;163;3;4;3;4;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.591.719;-46.634.617
802800;602;72;2;3;2;1;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.604.125;-46.638.779
359900;560;33;1;2;1;1;0;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.589.763;-46.625.457
500000;850;67;2;2;1;1;1;0;0;0;Vila Mariana/São Paulo;sale;apartment;-23.602.234;-46.631.425
840000;865;91;3;4;1;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-2.360.173;-46.629.348
650000;578;78;2;2;1;1;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.589.718;-46.630.121
800000;0;82;3;2;1;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-2.359.791;-46.629.611
705000;1512;90;3;3;1;1;1;0;0;0;Vila Mariana/São Paulo;sale;apartment;-23.586.914;-46.633.262
760000;930;68;3;2;1;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.581.457;-46.634.604
924000;765;85;2;3;2;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-2.357.923;-46.637.723
961500;850;85;2;3;2;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-2.357.923;-46.637.723
929500;680;92;3;3;1;2;1;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.601.582;-46.633.121
1250000;700;125;3;3;1;2;0;0;1;0;Vila Mariana/São Paulo;sale;apartment;-23.602.043;-46.633.989
350000;450;42;2;2;1;1;1;0;0;0;Vila Mariana/São Paulo;sale;apartment;-2.358.586;-46.637.103
449000;0;95;4;2;1;1;0;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.600.122;-46.731.185
480000;400;68;2;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.598.648;-46.741.628
440000;0;95;4;2;1;1;0;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.595.057;-46.732.136
890000;800;104;3;3;1;2;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.303;-46.729.153
155300;0;38;1;1;0;1;1;0;0;1;Vila Sônia/São Paulo;sale;apartment;-23.596.286;-46.745.285
363000;500;67;3;2;1;2;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-2.359.747;-4.673.809
1430000;2800;188;3;5;3;3;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.599.005;-46.724.399
260000;500;64;3;2;1;1;0;0;0;0;Vila Sônia/São Paulo;sale;apartment;-23.593.255;-46.757.755
503565;503;67;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.408;-46.738.113
350000;0;85;3;3;1;2;1;1;1;0;Vila Sônia/São Paulo;sale;apartment;-23.609.739;-46.750.172
155300;0;38;1;1;0;1;1;0;0;1;Vila Sônia/São Paulo;sale;apartment;-23.596.286;-46.745.285
483000;0;77;3;2;1;1;0;0;0;0;Vila Sônia/São Paulo;sale;apartment;-23.592.124;-46.731.885
384000;380;50;2;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
620000;580;82;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.598.599;-46.741.489
485000;460;67;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
509000;580;82;3;2;1;2;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.598.121;-46.742.126
1950000;1840;190;3;4;1;4;1;1;1;0;Vila Sônia/São Paulo;sale;apartment;-23.601.503;-46.725.399
370000;380;50;2;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
480000;380;66;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
470000;460;68;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
503565;0;67;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
162300;250;37;1;2;1;1;1;0;0;0;Vila Sônia/São Paulo;sale;apartment;-23.595.926;-467.422
490000;360;67;3;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
385000;380;50;2;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
595000;580;76;2;2;1;2;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.598.366;-46.740.048
385000;380;50;2;2;1;1;1;0;1;0;Vila Sônia/São Paulo;sale;apartment;-23.591.649;-46.738.558
720000;880;77;2;2;1;1;0;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.540.783;-46.715.115
950000;0;73;2;2;1;1;1;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.555.071;-46.680.008
3910000;2144;220;3;4;3;4;1;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.553.929;-46.714.272
2710001;2600;211;3;4;3;3;1;0;0;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.549.118;-467.104
5465644;0;286;4;5;4;4;1;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.559.196;-46.699.355
1199770;1235;243;4;7;4;4;1;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.619.538;-46.740.725
4999070;4000;286;4;7;4;4;1;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.559.196;-46.699.355
960000;700;73;2;2;1;1;1;0;1;0;Alto de Pinheiros/São Paulo;sale;apartment;-23.556.199;-46.679.313
